Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,Income above 75k,Income below poverty,Median income,State FIPS,Income under 25k,Income 25k to 50k,Income 50k to 75k
2018,Colorado,CO,1,272886,85207,369715,345452,349044,694496,818722,35.0,642967,474315,225845,66959,7287,29114,1122,28040,409836,408886,72365,68675,101470,136911,171916,106953,676364,127297,72048,37484,8,278362,169255,101450
2018,Colorado,CO,2,259608,144901,430765,334604,331956,666560,796438,37.6,721196,656656,84841,7609,4253,25805,750,23709,403020,393418,33715,19442,83068,140294,172355,121559,668432,134067,71169,35636,8,291451,152198,90716
2018,Colorado,CO,3,146426,173205,336201,295778,298212,593990,739107,40.1,655512,522532,182003,7194,17651,5954,821,17797,371364,367743,27862,49641,136371,168340,105036,53054,605525,64784,86995,27935,8,309427,155083,76231
2018,Colorado,CO,4,145544,224038,369620,309896,307249,617145,799390,37.0,720475,575826,175834,11178,5755,16862,645,23621,403264,396126,39926,47259,125078,170944,121111,61612,629600,110632,61151,34838,8,286653,145890,86425
2018,Colorado,CO,5,126848,184002,322716,317229,309208,626437,786912,35.4,638504,560882,125729,45798,5450,20076,2732,43095,401900,385012,24248,33392,114624,183010,113724,73774,632716,88771,60251,31236,8,307165,154957,81823
2018,Colorado,CO,6,187639,148685,346822,316086,332955,649041,805844,36.3,590096,490648,162143,75238,5738,49190,1749,34545,399215,406629,68547,42618,109115,156466,145966,80615,634819,121863,36977,37593,8,264447,154909,93600
2018,Colorado,CO,7,204260,119734,338067,314434,321592,636026,784728,36.1,686834,497353,228399,13962,8349,25694,477,26521,392232,392496,52280,61691,133705,161586,114362,62855,633753,95061,64642,34832,8,273867,169947,94878
2018,Connecticut,CT,1,166155,96024,274140,293196,328954,622150,713076,40.8,497434,437268,119264,108137,2110,37156,165,24135,343761,369315,48574,52291,135008,126216,105070,79168,591534,111607,38210,36633,9,258847,131478,89602
2018,Connecticut,CT,2,167659,102483,289114,294796,301339,596135,705024,42.0,605585,575436,58936,28917,2692,23438,117,26208,352850,352174,21862,36979,141707,137195,97776,74750,595820,112422,39700,35794,9,263831,128976,90591
2018,Connecticut,CT,3,163211,95667,270239,291442,326867,618309,715728,39.4,522893,462266,111070,100033,1202,31371,235,22672,344543,371185,44610,43889,151506,121175,95072,84592,600692,105829,42796,35127,9,272786,132953,89124
2018,Connecticut,CT,4,168726,103175,275651,303039,334984,638023,735915,40.1,537415,451774,143357,89604,1917,40392,294,21499,357978,377937,86585,49671,101083,99681,135643,111101,595101,154165,34607,40156,9,265500,108480,66956
2018,Connecticut,CT,5,142901,115146,270664,293785,314656,608441,711761,42.2,571553,491952,129164,51571,1777,26460,362,18916,347999,363762,49187,52996,141215,122869,105363,76692,588233,110573,47993,36225,9,261367,133599,82694
2018,Delaware,DE,1,227353,125384,353814,375041,410752,785793,949495,40.2,654905,595623,86315,209892,3455,36723,477,26009,459570,489925,45905,67482,208557,176708,120794,86438,780799,113864,57956,32357,10,364665,193842,108428
2018,Florida,FL,1,106199,216189,322388,307558,311997,619555,759701,38.4,583243,556565,48854,101668,3962,19810,1296,34631,382345,377356,17876,47820,139555,188519,94410,50652,623312,69879,57624,28052,12,322977,159355,71101
2018,Florida,FL,2,96233,199335,295568,302944,291356,594300,719213,41.8,585563,548690,46600,92588,3093,12373,822,18200,367972,351241,17658,65147,168334,155473,73035,46369,600775,52405,79623,25840,12,343924,144665,59781
2018,Florida,FL,3,129880,176616,306496,296006,311411,607417,728979,37.3,552214,496338,69800,117229,1751,25080,365,24346,360333,368646,24228,54792,149893,148335,76610,54468,604840,54205,83221,25488,12,350834,138283,61518
2018,Florida,FL,4,123351,248420,381249,321179,341200,662379,780575,39.6,636335,586419,63865,72063,1899,35627,265,23832,383745,396830,32736,36547,128980,167448,140182,77844,644046,110401,53319,35082,12,288194,157928,87523
2018,Florida,FL,5,180527,89799,270326,279143,306878,586021,729038,33.8,330627,288898,59356,345260,2195,19753,681,19861,353656,375382,27967,68508,153113,150221,63119,30927,587666,31223,56783,23808,12,352871,149444,54128
2018,Florida,FL,6,145758,187891,333649,311950,343020,654970,753500,47.5,625859,553795,93104,79139,2801,13490,210,14845,364773,388727,23265,54992,180627,190423,85819,47082,643062,55209,76370,25903,12,357693,161392,68768
2018,Florida,FL,7,183113,134285,317398,319006,346682,665688,757809,36.5,583054,437913,189104,82514,1475,34637,409,24836,370575,387234,44333,35728,112031,167285,132512,68959,635393,83592,68329,30544,12,328887,148393,74521
2018,Florida,FL,8,142415,218112,360527,308471,338314,646785,742230,48.1,619307,556089,78826,72452,2450,16408,550,21038,361509,380721,26177,48797,159809,183843,99038,61586,632043,74619,66615,27061,12,335282,151912,70230
2018,Florida,FL,9,172172,124565,296737,341761,366666,708427,837026,37.5,622071,352539,340942,110828,2437,24447,416,30232,410325,426701,70083,78822,172876,179270,88524,44778,674313,49069,92437,24612,12,398440,164751,62053
2018,Florida,FL,10,0,0,0,338753,369250,708003,808969,35.1,456094,297387,223641,227480,2040,41904,906,25875,394720,414249,97494,68916,140445,164932,113611,53323,646476,63411,59912,26256,12,359101,158232,65732
2018,Florida,FL,11,128053,239395,367506,318006,350654,668660,754649,55.3,661728,595758,78833,54753,2675,9575,169,16455,364394,390255,17537,66865,213620,190639,77768,44303,656659,47897,82518,24435,12,372204,170557,66001
2018,Florida,FL,12,132844,194564,334918,310531,347279,657810,757719,46.4,668709,589908,95598,37197,2493,19963,510,18981,365117,392602,30455,53049,172343,180656,101696,52690,639417,71095,78028,27715,12,336468,155994,75860
2018,Florida,FL,13,182717,134254,316971,310741,341478,652219,723658,46.7,571708,516250,71521,90403,2088,25673,785,22466,349730,373928,37000,52832,158752,175552,105964,57481,622735,69987,68309,28168,12,315894,164888,71966
2018,Florida,FL,14,0,0,0,320095,350872,670967,763832,36.5,529639,347820,230117,139995,2748,34732,381,28605,372271,391561,77913,59751,136446,137722,116367,69835,627547,82633,71983,28312,12,329466,145934,69514
2018,Florida,FL,15,134132,151380,285532,309360,335850,645210,777638,38.1,578281,448816,174057,115866,2514,23298,606,24000,382047,395591,46715,64546,167767,164108,90191,43663,628539,56533,74911,27712,12,335596,164810,71600
2018,Florida,FL,16,164463,197483,361946,330544,367835,698379,804662,47.0,676629,566784,140719,66711,1974,17169,563,17191,388233,416429,54221,59272,168257,175638,115315,76605,675943,88936,68183,30065,12,332452,171221,83334
2018,Florida,FL,17,117194,193326,310520,328757,339971,668728,756549,51.5,654669,562275,114657,56342,2427,10170,427,14528,375717,380832,41792,74964,208565,169766,79011,45324,651050,53627,82730,25349,12,366011,165213,66199
2018,Florida,FL,18,156454,185905,342359,327751,356130,683881,757228,47.4,607915,508438,121870,97915,2366,17057,531,15934,368822,388406,49243,58911,154721,175520,111399,64039,642248,86570,60482,29735,12,320298,160903,74477
2018,Florida,FL,19,128106,211465,339607,347271,377942,725213,797066,50.6,685044,550464,161500,63282,1387,12731,418,12626,388195,408871,75994,66476,171334,172885,121297,76891,685375,91715,79670,28904,12,343470,171855,78335
2018,Florida,FL,20,202659,0,202824,347364,389663,737027,778060,36.0,298590,139646,191018,416212,1392,22121,300,21628,376196,401864,118806,92457,164769,150582,70479,37875,620331,37070,46584,23383,12,377010,151304,54947
2018,Florida,FL,21,0,0,0,340097,383828,723925,762765,45.8,585029,429031,181284,120670,1632,20271,368,15322,369399,393366,97399,67893,138605,159713,122595,74416,645277,89179,62973,28587,12,330752,152179,73167
2018,Florida,FL,22,184634,113049,297683,352127,368661,720788,750149,44.7,569112,435346,162062,112522,1696,24053,310,22135,373165,376984,92250,48067,137509,154173,135497,82069,636043,107637,53674,32246,12,300513,148869,79024
2018,Florida,FL,23,161611,99446,276366,357040,410237,767277,756127,41.3,558493,316004,287338,108235,2363,31626,705,24403,362755,393372,103491,41477,123805,160124,128160,83021,625985,96457,55526,31850,12,312112,141857,75559
2018,Florida,FL,24,0,0,0,356946,398903,755849,750906,37.0,319550,86363,293724,370739,1321,9938,275,13905,363461,387445,142288,110053,162331,136558,68462,34706,611070,31876,61997,21547,12,397228,138116,43850
2018,Florida,FL,25,84173,128672,212845,395836,440627,836463,763720,41.9,685315,145011,577301,36042,1803,8437,97,9267,374278,389442,197599,119368,164224,131284,88142,45232,637766,46088,118076,22103,12,395611,141568,54499
2018,Florida,FL,26,119797,115678,235475,385216,433501,818717,774375,38.5,630858,126734,545805,89443,1967,14064,285,13546,379748,394627,149560,92950,149612,146436,96730,43100,634015,50548,90191,25040,12,379660,144104,59703
2018,Florida,FL,27,130743,115588,252586,395392,441881,837273,751996,41.6,653462,157576,543224,38828,1169,14761,237,13652,368444,383552,183859,80489,133355,124998,125702,94584,640075,95112,93382,26584,12,353980,129534,61449
2018,Georgia,GA,1,105942,144741,250683,278212,294570,572782,731698,35.6,460511,432335,49460,217006,2732,13498,1037,22366,360103,371595,22424,58979,144922,155458,75659,47404,585210,60680,58809,26996,13,316621,142042,65867
2018,Georgia,GA,2,136699,92472,229171,252322,271218,523540,675246,36.5,287040,270030,34323,349622,1481,8135,711,15521,330499,344747,14373,78987,148580,134742,47714,30739,540453,34534,39880,21758,13,341510,117199,47210
2018,Georgia,GA,3,101010,191996,293006,270355,297934,568289,728046,38.0,504469,476473,41280,176940,2377,14697,486,18665,353256,374790,20205,61996,147677,144797,81482,46062,584206,67476,54955,28126,13,312899,131624,72207
2018,Georgia,GA,4,227717,61092,288809,282388,330573,612961,748744,35.8,214388,176585,71046,449004,2087,38192,676,18541,353455,395289,65173,60545,126118,150752,93972,58159,589321,58841,27451,28483,13,312349,148469,69662
2018,Georgia,GA,5,275406,0,275406,298416,329402,627818,759756,33.4,244388,217017,48767,444838,2180,31834,288,19374,363833,395923,38643,58234,117013,120343,119206,91235,625195,89317,24024,29002,13,327734,136439,71705
2018,Georgia,GA,6,160139,156875,317014,306611,319406,626017,744905,38.1,513884,444381,95660,100129,6759,86322,217,21398,369160,375745,92984,32302,65424,101363,191745,120776,594597,157450,33283,44016,13,242875,116334,77938
2018,Georgia,GA,7,140011,140430,280441,320008,344311,664319,793740,35.9,444541,355634,153302,159394,2964,108584,232,22468,389162,404578,110426,56366,105345,136764,137325,72446,614611,102372,36528,33668,13,296441,141140,74658
2018,Georgia,GA,8,0,198152,198152,263449,284010,547459,704814,36.9,446448,418609,44941,218319,1877,10266,184,14680,344867,359947,19787,72868,157353,135306,58002,41671,565275,46659,66895,25241,13,332936,128793,56887
2018,Georgia,GA,9,57912,224661,282573,284068,300949,585017,735832,40.8,642151,568780,94842,49097,2306,9008,454,14495,361713,374119,41665,89451,158133,139460,70209,43954,597798,54572,81659,25842,13,333272,144693,65261
2018,Georgia,GA,10,112339,190396,302735,283517,303456,586973,740458,36.6,506372,479185,41623,188872,925,15442,384,16259,361469,378989,21063,65393,156795,130500,72176,51457,598179,59294,61600,25999,13,339720,132304,66861
2018,Georgia,GA,11,118653,191887,310540,292720,317395,610115,756192,36.4,556906,505481,83540,126469,2522,26307,511,19278,370013,386179,52824,47084,106847,141571,135831,72252,607403,108109,47187,35300,13,280188,135518,83588
2018,Georgia,GA,12,101503,148986,250489,272561,289146,561707,718746,35.5,421482,396828,43690,251632,1793,12655,651,15539,353670,365076,16998,75527,156218,136270,59203,39142,575827,45967,63198,23335,13,349886,123625,56349
2018,Georgia,GA,13,223157,69760,292917,268597,318633,587230,749389,35.6,233635,191414,84463,444434,746,19867,91,19113,352622,396767,42158,54890,139463,148512,87305,51760,582930,59531,32073,29892,13,300377,148632,74390
2018,Georgia,GA,14,53981,175743,229724,265846,284032,549878,709918,37.9,603761,543689,81526,63544,2735,7694,173,14751,348407,361511,32759,91292,160244,136547,53118,30112,565394,43826,82516,25888,13,317620,142143,61805
2018,Hawaii,HI,1,134650,42498,184348,319923,340203,660126,710707,39.3,127407,113428,61755,14910,810,353472,55881,151992,356161,354546,65870,44835,125519,155665,117645,61141,589208,95902,9034,36196,15,252424,151475,89407
2018,Hawaii,HI,2,153271,44850,198174,296999,304318,601317,711322,38.5,228205,201108,86207,11356,2177,183370,87393,189764,357611,353711,43346,35861,148114,157377,94408,47802,573652,75248,23895,32027,15,267523,152668,78213
2018,Idaho,ID,1,96922,197719,315069,330079,338082,668161,869560,38.0,787631,729129,93715,4591,12664,11747,1494,24823,435121,434439,23860,53420,167912,208870,99424,45435,689265,67388,94317,26608,16,369124,173197,79556
2018,Idaho,ID,2,110381,170274,280655,308209,309769,617978,818249,34.2,739631,658525,115358,6945,10126,12011,1267,21769,410443,407806,37415,49271,133948,182576,99224,49186,634019,62076,100948,25723,16,345873,154338,71732
2018,Illinois,IL,1,189560,50960,257885,260816,310598,571414,708118,38.3,293374,250678,72104,360683,1369,13588,102,14249,331044,377074,25302,51003,129143,160224,80030,55442,575819,70905,23079,28263,17,311905,123154,69855
2018,Illinois,IL,2,190684,44567,235251,255092,302550,557642,703782,38.2,257962,191232,97350,401384,1175,5330,59,12824,328614,375168,25531,56329,137320,165575,64953,39944,566618,54176,31750,26543,17,320293,125246,66903
2018,Illinois,IL,3,163053,57885,223334,305566,316625,622191,717897,37.8,543349,413549,230339,34547,2324,31723,109,15514,355951,361946,69658,68635,145428,134378,84558,49000,573732,84048,49317,31610,17,286343,129892,73449
2018,Illinois,IL,4,143895,22294,166189,303335,302411,605746,699621,32.8,406719,153676,486884,29049,3583,25629,243,19117,352656,346965,146153,123224,123171,96207,73422,35368,550216,46271,66155,26301,17,313378,135137,55430
2018,Illinois,IL,5,213992,65134,279131,336156,355371,691527,740075,35.1,599430,502130,145336,21468,1836,54227,184,24803,365783,374292,67114,43454,92874,107358,176409,115581,621100,153028,46578,44690,17,235776,129210,103086
2018,Illinois,IL,6,169001,146445,315446,300244,322433,622677,727847,40.9,601767,551105,74019,19551,1199,69822,128,17452,357594,370253,41377,26185,83020,129209,157317,103961,588615,154839,27116,43445,17,239558,113541,80677
2018,Illinois,IL,7,215746,30497,246243,291427,328433,619860,724652,34.3,262626,205797,113259,341376,1228,54043,291,16666,347140,377512,58454,69182,109215,112314,111226,97843,601231,113235,25880,30699,17,318813,103585,65598
2018,Illinois,IL,8,130054,67073,197127,317060,326653,643713,715095,37.0,473949,366448,204878,33258,3975,95826,878,20736,355534,359561,105705,68177,118329,135659,108904,54120,574296,83976,34653,33047,17,266732,141386,82202
2018,Illinois,IL,9,213368,76983,290351,327925,357137,685062,723507,40.5,520117,461623,82411,65627,1511,93736,355,22952,353262,370245,76084,43492,87084,108612,158061,118954,599731,129767,45314,36528,17,274031,120303,75630
2018,Illinois,IL,10,156540,82124,238664,308909,320676,629585,712819,38.3,521667,410948,162102,47534,1948,77288,458,18650,354264,358555,84449,50022,99053,110044,121675,90812,572297,117600,39123,34882,17,266452,119267,68978
2018,Illinois,IL,11,145407,82358,227765,291675,308866,600541,722593,36.1,475032,371551,197197,81361,2220,56148,235,24915,354833,367760,74257,62780,108339,131684,102865,61845,569621,95259,34079,33013,17,269252,127490,77620
2018,Illinois,IL,12,118724,134884,261543,268113,281471,549584,697270,39.4,545611,530710,24128,118002,1370,8494,128,16883,344620,352650,9399,50224,150025,169583,64854,44449,568636,56872,70863,27173,17,305172,137152,69440
2018,Illinois,IL,13,134458,136516,270981,279892,295410,575302,704851,36.4,570139,552184,24540,80703,1263,27933,297,19769,346803,358048,24541,36982,139199,141443,81595,56943,588050,63348,78913,27285,17,314725,137152,72825
2018,Illinois,IL,14,156035,141164,297199,285974,297584,583558,735045,39.3,640824,575431,91616,23775,942,32311,187,16040,365921,369124,29186,30936,110509,145109,124757,72863,581394,131213,33416,40379,17,247285,120338,82558
2018,Illinois,IL,15,74309,181294,255608,269833,275687,545520,696632,40.8,645509,630912,19866,30325,1331,5092,327,10539,347413,349219,6368,50811,166826,169680,62625,32021,567558,51945,81367,28100,17,294251,148955,72407
2018,Illinois,IL,16,104569,151254,255825,275578,282261,557839,695502,40.5,626037,578457,66595,26911,1418,10733,232,14637,346043,349459,18948,45292,159994,162569,67062,39399,569694,70518,66049,29800,17,283652,136730,78794
2018,Illinois,IL,17,142659,87090,229749,267449,279004,546453,688356,40.1,562925,519766,62493,81226,1766,9438,161,19520,340179,348177,20619,56907,161592,161326,59429,30396,559600,45503,74271,26309,17,301157,144397,68543
2018,Illinois,IL,18,95486,195927,291413,272364,287959,560323,707835,40.4,642148,628089,19725,27345,1406,19461,208,13147,348261,359574,15236,30952,146414,151456,102091,57017,577030,87153,56495,33391,17,263376,143599,82902
2018,Indiana,IN,1,159611,85594,245209,277863,294476,572339,715348,39.0,498524,448677,110417,133966,1806,9419,287,22227,351138,364210,17383,52146,170843,149604,73560,38644,579381,70101,48331,29217,18,305165,132301,71814
2018,Indiana,IN,2,103363,125499,228889,272469,285713,558182,722805,37.7,624080,576219,69157,49860,2640,9397,455,19679,356433,366372,24913,68126,169159,133751,65141,38588,575141,46506,72471,27024,18,304427,154089,70119
2018,Indiana,IN,3,86610,158927,245537,273875,288837,562712,739773,36.9,649139,616480,45152,44350,1315,16055,204,19534,365396,374377,18073,59253,163429,148581,73095,37764,581668,49989,64762,28843,18,289271,166740,75668
2018,Indiana,IN,4,87824,156539,244363,294822,296684,591506,750717,36.7,667234,639245,44973,29478,1803,23077,196,14327,377407,373310,29216,47996,164902,143798,80438,46718,608747,64446,71309,28768,18,308718,157381,78202
2018,Indiana,IN,5,137142,180035,317177,288458,312917,601375,767053,38.2,646369,623288,34048,63300,1115,27096,226,21126,373161,393892,22778,33650,117371,132010,147823,87653,613441,111995,52109,35983,18,266854,147356,87236
2018,Indiana,IN,6,79430,154260,241726,276176,288125,564301,718706,40.1,668730,656384,19751,19780,1344,10831,334,11304,355340,363366,13515,53467,190800,138514,64555,38142,588679,50964,88047,27632,18,305212,159567,72936
2018,Indiana,IN,7,141139,76457,217596,274751,304248,578999,755358,33.5,451041,398476,84364,226137,2212,23656,451,23979,365010,390348,53974,81886,152715,136959,76072,37976,589730,41658,71705,25804,18,326917,159156,61999
2018,Indiana,IN,8,86895,157396,244291,278611,285711,564322,719671,39.6,659764,649425,17403,30712,965,7486,575,14263,358735,360936,9662,54467,179474,152228,65800,36354,586308,51772,83745,26972,18,308768,156085,69683
2018,Indiana,IN,9,118090,153271,271361,289731,304886,594617,747995,37.8,683396,666968,25002,21889,1725,17974,90,15856,368448,379547,17728,51633,167238,145907,80624,50961,612772,63342,80687,28355,18,314838,157481,77111
2018,Iowa,IA,1,170342,153442,334243,297469,308244,605713,772171,38.8,701470,680958,30959,30479,3127,12891,1264,14741,382741,389430,18149,38749,169587,169212,94344,43389,625543,67889,66346,30785,19,288051,179252,90351
2018,Iowa,IA,2,171446,133287,312913,302904,313018,615922,780050,38.0,698831,666142,44160,32324,1862,18830,447,18151,387158,392892,25027,41165,166178,164449,91486,54721,632179,64583,78137,29514,19,311722,169711,86163
2018,Iowa,IA,3,175642,167933,356241,310995,328629,639624,822826,36.9,728156,686039,56290,34664,2340,26796,723,19973,405727,417099,32595,44206,149955,173972,125527,55266,651238,92818,62905,34251,19,278043,176985,103392
2018,Iowa,IA,4,147246,157676,313045,298016,300441,598457,757452,38.9,699432,662749,51887,12444,4220,16566,695,12905,378855,378597,24625,42589,162417,171877,84463,37821,615925,58253,73462,28952,19,297736,173488,86448
2018,Kansas,KS,1,71558,153082,224640,281710,273591,555301,708511,35.4,626842,542987,112738,22067,4281,11633,807,20940,359897,348614,37159,53282,128568,156809,73584,37739,565387,46150,76406,26987,20,292188,160395,66654
2018,Kansas,KS,2,123859,126098,264688,275883,283943,559826,714992,37.5,622032,589875,47421,33297,9998,11985,341,28537,355898,359094,14208,36619,143620,152030,82552,53114,578908,54611,76672,27556,20,296271,153659,74367
2018,Kansas,KS,3,170518,139762,318301,287966,306487,594453,762091,36.6,615125,548802,91319,64534,2278,35927,613,24518,374347,387744,48515,38287,92631,135978,148884,89634,599384,114820,39477,37228,20,250543,147614,86407
2018,Kansas,KS,4,98445,144248,242693,274975,284213,559188,723182,36.5,596620,532879,89138,49903,7493,23986,382,27049,359271,363911,26823,47531,128000,158244,89442,48127,568702,60263,67724,29327,20,285353,148328,74758
2018,Kentucky,KY,1,78849,172167,251016,274650,285917,560567,720226,39.9,642776,628541,22526,49954,1730,4410,633,15231,356813,363413,8058,76411,186136,143438,46821,34164,583451,38522,108726,23385,21,342472,144356,58101
2018,Kentucky,KY,2,79964,171700,257345,286275,301135,587410,753608,38.3,671934,656205,25832,40066,2254,10957,1090,19775,372539,381069,15855,67012,179118,153955,59469,42006,608942,50855,96574,25925,21,331496,153409,73182
2018,Kentucky,KY,3,173002,101930,278720,285541,315053,600594,745082,37.9,531817,501747,39747,163397,1425,20663,376,20044,359644,385438,31291,52455,139835,157280,95595,67877,606253,71064,54993,29601,21,297168,160680,77341
2018,Kentucky,KY,4,90536,162946,261812,285695,295148,580843,753376,38.9,693760,677723,25236,25275,1007,8834,252,15785,374878,378498,13486,55173,160237,153275,87670,54546,603807,78826,79076,30456,21,297478,146835,80668
2018,Kentucky,KY,5,45890,172093,218017,269440,280181,549621,702070,40.8,677575,671798,8908,10116,1689,2895,200,7784,347874,354196,3958,115941,183731,122943,33536,29692,574388,24867,183535,18798,21,390226,116007,43288
2018,Kentucky,KY,6,144736,154468,302888,293687,313764,607451,765842,36.8,648814,628068,36495,65304,1783,15043,263,21207,374967,390875,30029,62581,142734,142146,92846,65381,624190,64864,100226,26773,21,329698,153642,75986
2018,Louisiana,LA,1,71521,192555,269325,306337,332828,639165,801089,38.3,627739,574054,71560,112314,9672,19039,264,18424,390431,410658,32111,67872,162527,150445,108550,58426,646536,91527,65438,30130,22,330038,144085,80886
2018,Louisiana,LA,2,190182,0,235982,296424,330788,627212,789120,36.1,248491,221909,49075,488748,1873,19512,125,13851,378585,410535,27554,93749,167360,147975,78049,46062,639023,53560,30219,23186,22,384730,139737,60996
2018,Louisiana,LA,3,74713,168263,245943,288085,308820,596905,783013,36.0,551764,529450,30882,192726,2707,11995,27,16773,382821,400192,15482,83766,190543,133197,76841,33476,620305,66913,69804,25844,22,347232,138772,67388
2018,Louisiana,LA,4,72934,139326,216872,281918,296393,578311,753519,36.7,456977,438924,30098,257141,5952,7330,677,16816,371857,381662,10521,74573,181373,144880,63967,34157,600827,50684,66164,22800,22,364767,126634,58742
2018,Louisiana,LA,5,67118,149018,223946,283905,290688,574593,747722,37.2,460398,448597,17940,264561,2737,5351,189,9954,372744,374978,8404,92082,191140,123478,58028,29691,599769,44175,69726,21485,22,385717,118265,51612
2018,Louisiana,LA,6,76716,186553,268525,295193,319367,614560,789153,35.6,555737,531331,35365,187426,3331,16645,186,15745,383530,405623,20456,59918,162825,142645,97735,52611,632307,93268,58129,31400,22,312154,143854,83031
2018,Maine,ME,1,201195,111188,342053,271458,294424,565882,679024,44.2,639153,630163,12149,11757,2275,10436,131,13660,330854,348170,13249,30544,136068,140828,117286,69660,573579,78088,58058,31533,23,256098,154712,84681
2018,Maine,ME,2,142440,138931,281371,260804,276244,537048,653789,45.0,620064,614362,9272,6124,6027,4481,187,15548,321445,332344,8175,43882,171945,145351,72886,39447,551418,40798,85886,25111,23,298072,148477,64071
2018,Maryland,MD,1,116631,183662,306186,287161,306677,593838,730442,42.6,600823,581801,28598,88648,1254,15882,269,16751,359022,371420,17468,48655,159815,141181,94054,64470,603924,102720,43887,34192,24,272210,141120,87874
2018,Maryland,MD,2,167201,77782,253302,295431,334816,630247,762351,36.4,413872,381542,52942,264514,1862,40279,278,27812,363046,399305,44319,56277,148711,144081,98714,67135,613775,98405,38200,34916,24,278865,144747,91758
2018,Maryland,MD,3,202407,82774,292880,311780,348907,660687,756296,37.3,478321,440648,69536,168149,1690,56037,478,26640,363450,392846,54190,43936,107686,121234,133605,119069,621249,147770,29276,42287,24,246322,130554,96603
2018,Maryland,MD,4,209642,53327,268583,298119,332059,630178,749033,37.4,228358,195263,122744,393119,2050,22648,215,21155,360091,388942,84154,65804,130029,142915,99821,72405,599743,121765,12849,40038,24,242456,141761,93761
2018,Maryland,MD,5,213796,82361,304209,305288,328670,633958,760819,38.4,374999,343142,67721,292305,2609,31750,290,30478,373583,387236,43432,43627,136757,149776,101953,77683,620629,150540,22684,43446,24,251746,124027,94316
2018,Maryland,MD,6,163346,105209,277084,327333,343857,671190,765910,38.7,515831,448155,106628,103906,2061,83817,465,29801,380112,385798,71964,50509,123289,127332,112818,106088,618214,130296,42620,36696,24,279124,128101,80693
2018,Maryland,MD,7,202345,56266,264710,284983,323132,608115,719951,38.3,255580,238299,27497,382287,2040,53700,642,18827,343121,376830,38291,56315,128411,121942,101324,88928,593578,100972,17908,32166,24,292399,125146,75061
2018,Maryland,MD,8,217679,96525,319330,320048,356620,676668,758633,40.4,505397,456018,113246,95162,2078,70164,422,27905,367898,390735,86719,44634,87149,104228,135352,157146,617594,180151,22119,47183,24,237007,116418,84018
2018,Massachusetts,MA,1,211790,0,216900,288568,323021,611589,730959,41.1,620996,528175,130719,46878,1917,15599,172,19034,351197,379762,22843,61679,149187,143560,88796,61744,608544,75545,74832,28975,25,305740,144165,83094
2018,Massachusetts,MA,2,191332,93391,284893,309418,334667,644085,747493,39.2,623500,577916,72432,39281,1727,41781,299,22557,365536,381957,44197,44670,136221,127809,111981,82117,626761,102685,59971,31974,25,302685,135856,85535
2018,Massachusetts,MA,3,173175,93445,279327,323590,337692,661282,763936,39.1,592745,514870,147080,26791,2072,62696,215,21845,379231,384705,61693,60335,136551,126336,109694,86020,622096,120206,53753,34288,25,288345,130200,83345
2018,Massachusetts,MA,4,245289,0,251016,305844,338556,644400,754622,41.1,649174,626966,37226,23859,495,46541,204,19135,365030,389592,39519,35194,103367,114697,134344,128213,618345,161019,36043,42541,25,248741,119773,88812
2018,Massachusetts,MA,5,236243,74856,311324,333911,364863,698774,766241,38.9,589531,544439,69685,41310,1152,89037,177,23815,371290,394951,97862,35520,103402,92882,149495,161516,639680,171449,37180,43882,25,252181,124536,91514
2018,Massachusetts,MA,6,217703,104798,333975,313817,349984,663801,767907,42.8,653361,622547,72441,28111,1274,32270,202,19202,370753,397154,46208,40182,131312,130189,142800,98291,639036,145149,39529,39524,25,267313,132047,94527
2018,Massachusetts,MA,7,216557,0,220409,367057,407456,774513,795850,31.6,399628,322768,176171,204318,2664,81757,309,52310,385805,410045,136011,81377,117002,99217,125962,110288,682767,107069,54931,30755,25,343264,144098,88336
2018,Massachusetts,MA,8,259159,0,263307,325988,363437,689425,764581,39.2,580237,556488,43685,77696,1329,62430,419,18103,367818,396763,55887,43142,124092,126155,152349,106394,639616,153025,36967,42060,25,252813,132478,101300
2018,Massachusetts,MA,9,192347,131463,323928,303622,334006,637628,738604,45.7,650834,636243,39688,22314,1863,10463,332,19492,357319,381285,29061,52261,149712,145042,113456,74242,623820,108823,49193,33232,25,277768,144267,92962
2018,Michigan,MI,1,145246,187251,332497,290619,284604,575223,699432,46.4,645371,635978,13550,10674,17163,4738,331,19193,355166,344266,6758,38516,167995,170908,82026,46766,593280,47641,82425,25417,26,322764,155313,67562
2018,Michigan,MI,2,131254,168970,305463,281609,296115,577724,735626,36.9,620885,579020,70454,47918,4338,17035,193,24429,362522,373104,24280,47046,151660,157947,84526,40588,590493,52559,66664,26953,26,306438,158439,73057
2018,Michigan,MI,3,134185,169107,310740,283564,291472,575036,737911,37.0,619362,585926,54699,62016,2814,15009,171,24108,368299,369612,23849,43357,138926,154414,100815,52796,590702,66081,64112,28835,26,297090,150825,76706
