Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,Income above 75k,Income below poverty,Median income,State FIPS,Income under 25k,Income 25k to 50k,Income 50k to 75k
2014,Florida,FL,25,0,0,0,352632,399014,751646,720794,39.1,617535,141873,513325,53322,1411,15200,38,10111,349301,371493,181509,97556,147413,125174,80273,41356,591225,40757,101979,21791,12,379076,123694,47698
2014,Florida,FL,26,78306,83031,161337,366321,413774,780095,732043,39.7,621102,144786,501574,73296,1564,13089,328,10376,360406,371637,142337,89301,143125,138885,91844,44731,609484,45387,89948,22759,12,381499,128941,53657
2014,Florida,FL,27,0,0,0,363867,408693,772560,730150,39.8,633118,127674,539134,57818,816,12284,80,10761,357609,372541,196854,114557,136829,112852,87620,59242,603343,56445,124289,20312,12,394538,109155,43205
2014,Georgia,GA,1,61175,95337,156512,266350,283254,549604,710221,34.7,452261,427465,45177,210657,2281,12167,881,16737,348811,361410,22558,62129,142316,141034,69518,41192,563246,46985,59960,24719,13,329797,129599,56865
2014,Georgia,GA,2,96363,66537,162900,257565,273368,530933,694393,35.2,301985,286007,32979,356855,1043,7280,468,13101,341657,352736,16108,92707,149037,128503,43695,27767,549902,27209,41734,19887,13,369014,111942,41737
2014,Georgia,GA,3,0,156277,156277,255234,282913,538147,703287,37.6,499452,472680,39038,165385,1618,12226,155,15651,340930,362357,20589,67050,144412,133825,71410,40383,556479,52753,59964,25966,13,316872,124573,62281
2014,Georgia,GA,4,161211,0,161320,262591,308235,570826,711856,35.1,218785,186899,65956,413759,1401,34294,461,15469,335824,376032,63881,58678,116353,147956,85247,49096,556947,45365,29125,25978,13,319180,131026,61376
2014,Georgia,GA,5,170326,0,170326,282870,303254,586124,716450,33.2,234893,203059,56193,418806,1796,28838,125,15076,349350,367100,45635,63716,109874,113842,106683,74231,586345,66329,30431,24968,13,343672,119578,56766
2014,Georgia,GA,6,71486,139018,210504,288665,303491,592156,715913,37.5,510708,447551,88080,93986,2271,72079,440,16590,355836,360077,88218,33025,67452,107346,175801,102998,567042,130750,39633,39253,13,258496,106803,70993
2014,Georgia,GA,7,60112,113557,173669,288554,301493,590047,727878,34.8,428580,352820,137284,136404,2669,87151,217,17815,360261,367617,100721,53076,101301,128622,120354,54533,553666,78024,39885,30855,13,292634,119634,63374
2014,Georgia,GA,8,0,129938,130057,259825,278321,538146,699609,36.3,449252,425642,42191,211583,760,9244,141,13389,343104,356505,22813,82026,155314,129854,51855,33885,556830,36106,66791,22451,13,349309,121179,50236
2014,Georgia,GA,9,34988,146059,181047,266685,281607,548292,702933,39.5,611503,550677,85779,49052,2126,8089,142,10014,346788,356145,39463,89981,157739,127285,61052,35211,562900,39372,100590,22713,13,343146,126816,53566
2014,Georgia,GA,10,65777,130703,196480,265062,286094,551156,705185,36.1,489694,465940,36159,177161,1425,14601,239,13750,344402,360783,20644,71235,145980,123469,64284,42530,564853,44635,67869,23457,13,344231,119331,56656
2014,Georgia,GA,11,0,161532,161532,271769,291363,563132,711199,35.8,530454,483889,80544,113425,2430,22400,283,13751,347476,363723,54182,50516,107513,129519,118474,59961,562279,83851,52437,30980,13,287581,121433,69414
2014,Georgia,GA,12,75478,91336,166814,264934,277418,542352,702694,34.8,416758,396142,39013,244623,1728,11448,544,13394,347512,355182,17956,77061,155484,125838,54805,33631,559337,37071,68457,21813,13,356597,115867,49802
2014,Georgia,GA,13,159445,0,159445,249163,294503,543666,710658,34.6,248773,206837,73761,403248,1245,17942,116,14969,334542,376116,45157,58827,125336,141887,78802,42847,546375,47110,36856,27061,13,304379,130207,64679
2014,Georgia,GA,14,0,118782,118782,257015,272842,529857,695480,37.1,596136,543109,74563,61782,2344,6436,105,11165,341502,353978,32913,99333,153975,125097,46730,27918,546414,32781,97069,22596,13,331429,130858,51346
2014,Hawaii,HI,1,93390,86454,179902,313620,329381,643001,696823,39.0,129021,116862,54053,15239,830,352499,54255,139242,351092,345731,67721,47662,123995,150811,108609,55838,576987,74527,10930,32353,15,270748,149226,82486
2014,Hawaii,HI,2,142010,33630,180415,288055,291834,579889,695881,37.3,221613,201545,79432,11674,1895,177408,84480,189191,350314,345567,40653,40559,143418,154678,83103,42190,558382,55887,26636,28932,15,287409,146788,68298
2014,Idaho,ID,1,77277,143580,220864,301524,307092,608616,806371,36.9,750377,685142,82899,3206,10344,9709,888,19806,404013,402358,22604,55116,151199,191662,87143,37803,629435,47538,104678,23938,16,365328,155044,61525
2014,Idaho,ID,2,82801,131492,214293,294799,299691,594490,793093,33.5,718355,647919,103475,6128,10019,12040,1289,19750,397665,395428,38802,55138,130401,173857,89508,43660,611132,48707,105861,22893,16,358521,145803,58101
2014,Illinois,IL,1,162268,59749,222017,259815,309151,568966,714887,37.7,289862,255032,66878,369825,1524,13990,131,12225,334369,380518,25451,56426,132173,156070,76355,49432,577353,58232,23078,25688,17,334137,117066,67918
2014,Illinois,IL,2,160337,43799,204266,250752,301218,551970,711167,37.4,269306,207949,94124,395598,1452,5228,89,14325,332824,378343,23609,63613,135884,163658,60788,37520,563323,44045,33061,24730,17,333592,122185,63501
2014,Illinois,IL,3,116764,64091,180855,298847,314526,613373,718749,36.9,556418,434466,217428,31010,2555,27100,11,14369,352497,366252,75644,75790,144327,132301,77625,44291,571270,67683,54440,28875,17,305710,128558,69319
2014,Illinois,IL,4,79666,22278,101944,301105,294935,596040,708847,31.4,423270,150039,501600,30926,2605,21512,271,16211,358480,350367,169730,140217,122561,90845,57822,26642,546263,30663,85001,21953,17,351300,121223,43077
2014,Illinois,IL,5,116364,56350,184019,330102,349143,679245,727898,34.8,590191,503760,141651,20400,1829,48760,106,19245,359772,368126,70559,52275,98194,108200,161474,103277,611996,118657,54861,37317,17,264623,139289,89427
2014,Illinois,IL,6,78465,160287,238752,289530,312818,602348,723415,40.5,613927,565285,66912,18122,991,62442,86,13126,354582,368833,43280,27652,86033,128862,150254,97289,580401,135463,27879,40297,17,252955,114409,77574
2014,Illinois,IL,7,155110,27168,182278,277105,318275,595380,721454,33.1,238796,195029,96640,375995,1288,45257,184,14297,342541,378913,52531,77239,107320,110524,100234,82197,587460,86251,25129,26801,17,339701,99564,61944
2014,Illinois,IL,8,84178,66878,151056,308407,320389,628796,715612,35.8,496422,385908,195440,33673,2369,90313,396,14810,355577,360035,112113,67408,121904,133216,105406,50547,569015,70380,42285,30759,17,285804,136347,76484
2014,Illinois,IL,9,141000,72384,213450,323011,351416,674427,714771,40.1,522598,465000,80599,62493,1295,91526,156,18268,348820,365951,82389,45898,88360,110557,149124,112258,593059,108788,46371,32377,17,292107,120698,71466
2014,Illinois,IL,10,91136,95992,187128,300584,313152,613736,713989,37.4,542513,427387,158301,48043,1675,67986,191,17727,354336,359653,87982,55949,99184,111238,115936,82547,563357,101239,44199,31438,17,283056,115606,63456
2014,Illinois,IL,11,93436,81335,174772,281028,295795,576823,717190,34.5,474937,381743,188499,79981,1962,50647,117,22013,352154,365036,77474,63488,107303,126181,97615,58816,554089,78917,35462,31215,17,278929,123409,72834
2014,Illinois,IL,12,87860,110038,209738,271320,285017,556337,709555,38.6,561481,545657,22482,118963,1517,7662,138,15683,350842,358713,9388,56317,153167,167537,63560,37452,576606,45082,76845,24965,17,332154,134843,64527
2014,Illinois,IL,13,86935,123337,210272,280487,295310,575797,711537,35.3,584698,568844,21655,79833,1080,24751,140,16857,350102,361435,22769,41383,141933,138295,78605,52726,589517,52935,82944,24415,17,336248,135668,64666
2014,Illinois,IL,14,76861,145369,222230,274810,284802,559612,721339,38.2,630112,573422,84946,21456,1265,30074,352,14377,361424,359915,34094,32063,111320,145268,115138,64055,559903,107605,37077,36778,17,258598,113705,79995
2014,Illinois,IL,15,55652,166274,221926,273512,279863,553375,708935,40.6,658845,645732,18006,30336,1426,4124,202,10988,353667,355268,6041,57768,172056,167067,57788,28986,576918,42455,86532,25246,17,323037,147545,63881
2014,Illinois,IL,16,63810,153388,217198,275135,284750,559885,706493,39.8,644246,600751,59959,25950,705,10071,210,12181,349470,357023,18837,48502,167547,158981,64383,35085,573043,54732,69313,26936,17,306251,139404,72656
2014,Illinois,IL,17,110560,88785,199361,270182,285063,555245,706029,39.7,581464,543055,61551,78719,1873,8380,246,18597,348566,357463,21495,63932,171459,156701,56811,27961,570934,37989,78556,24129,17,327055,143835,62055
2014,Illinois,IL,18,62377,184363,246740,275233,289080,564313,716880,40.1,652290,639571,18824,27731,1124,17579,214,12593,353301,363579,14854,36224,151293,150958,99502,50433,582977,70929,61171,30250,17,287659,145674,78715
2014,Indiana,IN,1,86579,51000,142293,273579,292648,566227,719202,38.2,504833,455412,103884,141197,2399,9121,236,16462,352042,367160,19400,58149,171168,148564,66960,34529,576117,55245,51483,26320,18,324843,129070,66959
2014,Indiana,IN,2,55590,85583,145200,267272,281499,548771,720377,37.3,624686,585318,62349,49800,2500,8036,258,16822,355512,364865,25835,68419,174326,130685,60410,34533,568309,36269,82656,23816,18,328390,147060,56590
2014,Indiana,IN,3,39771,97892,148793,266216,281307,547523,727429,36.8,638417,612677,41579,44133,1721,13351,249,17032,358430,368999,18830,60013,164722,142702,66381,35514,568984,38483,73605,26315,18,307913,157018,65570
2014,Indiana,IN,4,47056,94998,142054,283699,286208,569907,732038,36.5,665278,635640,40930,25689,1251,18187,210,12244,367138,364900,27014,49362,171612,136540,71309,39488,589895,50195,78893,25820,18,325657,147805,66238
2014,Indiana,IN,5,49756,105277,161440,271435,295896,567331,734567,37.6,624190,605963,29766,58290,1013,22325,174,18957,357853,376714,22669,35702,117406,129077,131638,76748,582551,88402,53937,32026,18,277191,142633,74325
2014,Indiana,IN,6,45509,102187,155071,271754,286825,558579,720714,39.6,674030,664793,17595,16385,1388,7715,178,13051,354842,365872,10653,61631,193304,135110,56825,34113,584413,37749,95154,24528,18,333043,151856,61765
2014,Indiana,IN,7,61443,46887,112261,265202,294698,559900,736723,33.3,447399,410654,77049,213765,2078,15615,296,20398,355535,381188,48775,83053,151474,135372,66719,32622,573775,30781,79001,22749,18,343560,146540,52894
2014,Indiana,IN,8,61384,103344,171315,277406,285333,562739,721965,39.5,667003,657268,15888,29661,1323,6165,406,11965,359282,362683,8514,59809,185069,149272,58323,32657,585458,40081,84395,24627,18,333175,151601,60601
2014,Indiana,IN,9,55016,101594,163387,279120,294148,573268,729396,37.3,673477,659005,22496,19503,1613,14159,69,14206,360015,369381,18296,55013,169897,137572,69127,44900,593570,47583,90056,25290,18,328830,151589,65568
2014,Iowa,IA,1,141145,147762,289306,292554,304877,597431,766317,38.7,705313,688492,27057,25877,2749,10146,420,14246,378809,387508,15200,42779,175472,163365,86611,39587,619149,52008,68073,27749,19,306901,181985,78255
2014,Iowa,IA,2,143431,129455,273329,298472,307282,605754,769772,37.8,699325,671561,39375,28846,1890,16303,302,14510,382560,387212,21640,45758,163697,162707,88073,49887,623001,52523,88221,26645,19,326375,168264,75839
2014,Iowa,IA,3,119109,148814,282066,292579,310461,603040,781361,36.6,700088,664395,49807,30371,1801,20691,414,17104,384628,396733,28978,41378,151328,164655,114405,46665,616247,69125,67193,31049,19,285399,175647,86076
2014,Iowa,IA,4,105504,169834,275633,295484,300659,596143,760666,39.3,708371,678196,46871,10622,3248,12586,579,12361,380119,380547,23875,48157,172350,169991,77723,34354,616779,45624,79209,25474,19,326383,174013,70759
2014,Kansas,KS,1,65397,138764,204161,280823,277374,558197,719293,35.1,635772,562065,106962,21434,3682,11279,770,20449,363402,355891,37613,57837,136853,153519,69689,36326,571311,38300,82757,25047,20,314525,161620,56866
2014,Kansas,KS,2,87153,128742,225686,272918,281546,554464,714380,37.3,625486,596598,43054,31953,10053,9774,371,28616,355380,359000,15211,41425,148334,148266,77735,48606,575009,43946,86578,24996,20,316206,152001,62856
2014,Kansas,KS,3,89584,134493,224077,270673,290117,560790,731483,35.9,598317,534774,83840,64464,2942,29222,396,20731,358665,372818,45949,38017,92214,138051,136192,76516,569404,91088,48029,33285,20,261098,140132,77086
2014,Kansas,KS,4,69396,138757,208153,269360,279478,548838,717790,35.9,598240,537745,82285,49369,7050,22293,118,25234,355796,361994,28796,49829,128559,157105,86415,40406,560692,50114,72745,26824,20,298300,145908,66370
2014,Kentucky,KY,1,63596,173022,236618,275473,286695,562168,725361,39.5,650147,636898,20126,50477,1655,4133,542,14058,358945,366416,8141,89779,184037,140536,42854,30388,585515,31258,114041,20862,21,367197,136250,50810
2014,Kentucky,KY,2,69898,156936,226834,275928,291720,567648,734628,37.9,660181,646964,23046,41437,1509,8374,450,15376,362068,372560,13687,73783,183135,138751,52057,37122,589467,37376,101480,22893,21,346735,144302,61054
2014,Kentucky,KY,3,157056,87981,247355,275435,305876,581311,732199,37.8,532825,508560,33968,153895,1121,17154,290,21235,352788,379411,31300,59914,138859,149305,87994,61989,592441,56752,64161,26096,21,318306,150534,66849
2014,Kentucky,KY,4,71694,150464,222158,274358,285291,559649,735132,38.3,679245,666530,21845,25544,1501,7940,302,12818,364331,370801,12490,60979,159167,145625,79230,46902,583548,60546,85341,26937,21,311371,142964,68667
2014,Kentucky,KY,5,47617,171350,218967,275119,284818,559937,717924,40.1,693787,689188,7507,10242,1354,2662,348,7194,356513,361411,2861,132073,185770,116194,31355,27591,585561,22679,181162,16884,21,411741,110045,41096
2014,Kentucky,KY,6,98290,147404,245694,280850,300771,581621,738028,36.4,629350,612728,33144,63440,1860,13185,177,15946,361606,376422,26677,69662,140552,131556,84459,58091,599087,51951,103054,23878,21,341842,141350,63944
2014,Louisiana,LA,1,46047,189250,244004,297215,320974,618189,775257,37.9,617803,569398,64683,102948,10298,17396,232,14304,378052,397205,27845,75897,156064,145180,94883,51035,625919,76593,64896,27422,22,334160,142180,72986
2014,Louisiana,LA,2,190006,0,221570,286106,320644,606750,771153,35.2,243961,219103,44564,479124,1981,19891,312,11489,369348,401805,25748,96748,163273,139093,67693,39750,619198,42918,31488,21215,22,391285,129779,55216
2014,Louisiana,LA,3,0,207926,236268,279162,300314,579476,765712,35.5,542357,524772,25583,189076,3337,10412,226,15369,373904,391808,15784,93215,178229,127161,68128,28371,604184,58396,66901,23275,22,356625,126989,62174
2014,Louisiana,LA,4,0,152683,207919,282084,298136,580220,761767,36.3,466594,450830,27697,257431,6475,6709,595,15776,375147,386620,11256,84217,179782,137448,62500,33329,604238,47981,58045,22804,22,366736,131712,57809
2014,Louisiana,LA,5,75006,247211,326073,282876,291571,574447,755177,36.5,466849,455430,15925,267893,3163,5081,189,8840,375618,379559,8871,102733,185896,123157,53988,26562,600788,36726,71227,19933,22,398229,117758,48075
2014,Louisiana,LA,6,95127,234200,332888,288208,307604,595812,771983,34.9,553006,529005,32072,181309,3553,15920,117,12031,378182,393801,19888,63671,158922,134096,94573,45234,615726,74279,59626,29019,22,322107,141706,77634
2014,Maine,ME,1,186674,94751,308898,262748,286334,549082,667929,43.2,632375,624506,10545,10291,2117,9972,54,11333,324770,343159,12989,34236,139970,138666,105751,59550,558687,58492,67341,27598,23,278089,149303,72803
2014,Maine,ME,2,118568,133320,283473,260841,277018,537859,660606,43.7,630442,624879,8047,4574,5435,4638,144,13909,324831,335775,8509,48149,178047,140011,67543,36036,553587,32355,94302,22312,23,321370,144854,55008
2014,Maryland,MD,1,73843,176342,250418,281435,300508,581943,725492,41.8,602805,585829,25930,87197,1391,14480,255,13867,355606,369886,16993,52391,159772,136733,87428,59189,595750,88441,47719,31654,24,288068,137085,82156
2014,Maryland,MD,2,120412,70411,196354,280491,321940,602431,736859,36.3,417469,393540,44499,240950,2216,38429,305,23409,350917,385942,42373,61914,149443,140431,83282,57776,593367,79420,39426,32547,24,283021,145278,85648
2014,Maryland,MD,3,128594,87029,215946,297806,334991,632797,735980,37.3,478177,447478,57519,161919,1532,51042,527,22563,353638,382342,53566,46616,109629,119869,124586,106739,604412,124376,28527,39369,24,257602,130992,91442
2014,Maryland,MD,4,134628,54217,268583,287079,322103,609182,736478,36.3,242944,199122,110744,390962,2179,23843,183,17732,353716,382762,83312,69140,130702,138867,92362,61390,589281,104282,13580,37000,24,253765,142544,88690
2014,Maryland,MD,5,144725,80752,226040,290305,311798,602103,739221,37.6,389097,356530,53758,279003,2717,28743,333,24004,361964,377257,38415,43326,134646,145120,91900,67241,596569,130879,23498,41244,24,253467,121128,91095
2014,Maryland,MD,6,94704,91930,190536,310632,328538,639170,742397,38.2,512112,457074,90487,96282,2781,78106,336,27853,367970,374427,76617,50773,122414,126648,107568,94037,594366,113937,41699,34835,24,279962,123110,77357
2014,Maryland,MD,7,144639,55860,206809,279401,317080,596481,726562,37.4,261658,246756,27061,393016,2169,44209,187,16987,346617,379945,36806,66955,124376,118428,93463,81022,593291,85999,18483,28947,24,315982,122445,68865
2014,Maryland,MD,8,136722,87859,225097,310778,345641,656419,744787,40.1,514074,466755,105726,87826,1444,66104,299,23091,360810,383977,91886,46080,91929,105213,125110,148685,605432,159189,22521,42542,24,244555,118414,83274
2014,Massachusetts,MA,1,167612,0,171110,284074,317094,601168,730472,40.7,608202,544627,116655,45863,2135,13308,226,16555,351445,379027,25294,65875,152783,140109,81877,55654,601764,60336,68908,26401,25,321321,143131,76976
2014,Massachusetts,MA,2,169640,0,172745,296784,322817,619601,735483,38.6,629097,587797,64810,34372,1454,36972,320,19013,358008,377475,42057,47107,134559,126190,103090,73987,608654,84381,64510,29337,25,311028,133035,80210
2014,Massachusetts,MA,3,139104,81638,220946,307269,322225,629494,742969,39.1,569198,522514,129004,24542,1679,54033,47,22554,368700,374269,57081,62743,133945,123069,104111,77164,599685,99534,49360,31524,25,295200,128138,76813
2014,Massachusetts,MA,4,184158,0,188098,290656,326170,616826,738092,40.5,651203,631100,30066,19554,679,42733,195,14787,354788,383304,36774,38266,107450,109155,125393,116766,598229,132696,40625,37959,25,262970,120194,82369
2014,Massachusetts,MA,5,182100,0,185260,316960,349689,666649,743296,38.8,591088,552857,60875,36588,977,75547,227,21491,357850,385446,90022,39447,108104,98238,140490,137924,619028,138462,39989,38523,25,267715,125462,87389
2014,Massachusetts,MA,6,149638,111989,272219,298119,330178,628297,743444,42.2,647412,623594,57527,22981,796,29242,166,14952,359828,383616,41144,38869,134107,132547,127944,86698,612843,119749,39783,35989,25,271228,132545,89321
2014,Massachusetts,MA,7,142133,0,144546,336236,377300,713536,748105,31.1,383010,320715,150777,192733,2793,70705,91,47051,361208,386897,128926,81512,116244,91703,104184,90678,638847,76371,59414,25730,25,354318,136308,71850
2014,Massachusetts,MA,8,200644,0,203351,312373,346374,658747,745056,39.3,587083,566076,38404,68971,1183,52784,136,16931,360154,384902,49253,44890,131744,125696,138501,89413,619237,119781,40882,37144,25,268089,136974,94393
2014,Massachusetts,MA,9,140413,114971,255541,294735,326973,621708,730374,44.5,660481,643364,33706,20188,1946,9318,237,16933,352449,377925,25884,59245,146982,147331,105043,64519,610757,83921,60041,29902,25,299464,142245,85127
2014,Michigan,MI,1,113263,130414,250131,289441,283446,572887,704934,45.4,652743,645595,11443,11540,17498,4275,237,16841,358158,346776,6647,46394,178607,165555,72631,41810,593046,36017,92336,22110,26,353230,146835,56964
2014,Michigan,MI,2,70851,135568,213072,270392,283481,553873,713440,36.6,613851,574237,62333,43439,3946,15881,100,20959,352424,361016,22380,50775,149522,150409,74187,36295,569311,39308,78530,23462,26,328362,140066,61575
2014,Michigan,MI,3,84720,125754,217165,266344,280162,546506,714773,36.7,604031,570972,51100,63680,3634,11264,102,20503,353550,361223,22027,48178,135696,150141,85642,46536,565119,49888,73453,25458,26,312114,140253,62864
2014,Michigan,MI,4,85777,123962,219423,276726,282665,559391,704048,40.5,662367,647753,20287,13003,4940,6965,203,13726,351833,352215,8039,48762,168206,158340,59466,34686,581277,38289,111321,22147,26,348912,135765,58311
2014,Michigan,MI,5,148182,69222,222138,257322,284480,541802,695878,40.2,539986,517295,32321,121272,3319,5844,167,19714,336789,359089,6107,55407,161587,167244,55184,30850,563273,35940,83268,22646,26,335512,137094,54727
