Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Income under 10k,Income 10k to 15k,Income 15k to 25k,Income 25k to 35k,Income 35k to 50k,Income 50k to 65k,Income 65k to 75k,Income above 75k,Income below poverty,Median income,Year,State FIPS,State Abbr,District
726516,41.8,483437,399564,156772,9278,3215,134261,2509,31973,359353,367163,63175,206924,79721,50515,29206,206256,91025,61341,29684,54822,79117,154543,150583,86916,609777,86293,74998,45905,65792,54745,59150,51133,24111,147650,37516,39979,2018,06,CA,48
744389,34.3,545280,314658,323973,24313,5494,51990,5289,39467,369693,374696,80806,195164,71333,33419,37914,202399,73371,36789,36582,94077,135898,156990,57245,25348,577225,105630,86178,54847,73929,58974,63040,45357,19872,69398,75719,28004,2018,06,CA,10
765158,36.5,519928,442571,111436,23897,2799,151916,2904,42134,388242,376916,75244,232215,80292,45176,35116,214841,88848,54845,34003,25993,60626,136243,176966,136311,640206,85997,78940,41858,63355,53022,64899,56008,27787,168340,40755,43251,2018,06,CA,52
740932,40.0,468944,397704,120051,15066,2581,174009,2034,37469,370743,370189,105234,184427,100765,51643,49122,183968,106882,61586,45296,32129,57099,104654,157725,168820,603254,81346,68834,34375,49398,42162,47997,44858,21413,212871,26634,55235,2018,06,CA,18
735667,34.6,484876,271077,390044,14101,4980,38026,2376,32180,370721,364946,133326,186649,91817,26576,65241,185703,91213,30893,60320,113333,91611,131807,77953,51685,584795,96106,82779,52366,88203,63459,58621,42375,18506,82380,62272,27473,2018,06,CA,20
718950,36.1,457846,295332,283246,55671,5380,61787,1137,39879,357136,361814,57251,194596,65582,40635,24947,194319,74975,46481,28494,68445,104937,160414,84744,42489,563382,114399,74579,45862,59932,51165,56582,40914,19699,100250,49988,33089,2018,06,CA,25
719643,36.4,333267,108893,446631,20303,6644,133599,2361,31975,353222,366421,111840,152128,118888,65693,53195,156573,129345,75606,53739,117223,125298,134402,72104,29901,585986,110710,88572,57836,87053,65148,60963,42069,16446,57189,38264,25455,2018,06,CA,32
741990,32.0,339699,103261,524040,46782,7776,53443,1898,33607,374121,367869,122136,169038,103842,45362,58480,165749,107289,49728,57561,131820,121132,130566,53228,19160,581085,130675,89024,54578,83863,63694,61780,39074,16286,42111,47963,24639,2018,06,CA,35
725953,37.4,582693,315650,327462,13504,6165,49870,1572,31669,359471,366482,88674,192978,78147,34304,43843,200564,80709,41080,39629,81121,88298,152204,99268,60961,582749,87089,76312,49187,75804,61882,60728,46816,20126,104805,57244,31794,2018,06,CA,26
723072,31.9,321309,46738,511236,111573,6292,40788,5067,22832,354182,368890,141673,137168,114625,47379,67246,150305,120358,53190,67168,157647,113502,113759,41230,15398,556800,121319,89447,59495,86883,63522,56722,32086,12260,35066,60437,22367,2018,06,CA,44
737614,37.8,585555,446836,193359,18797,3097,52157,2668,33020,371911,365703,56353,227807,57483,32368,25115,215736,66483,39044,27439,46036,78091,147873,135226,85482,595021,81590,69832,41585,76483,59325,59670,47430,22164,136942,46952,36844,2018,06,CA,49
734027,35.8,593685,399562,265507,13977,6528,34260,1119,30612,369409,364618,82608,229497,63061,22810,40251,227938,62537,25518,37019,69633,87417,150809,96436,63705,607983,81597,100016,50800,81273,64648,64945,46842,21808,96054,76647,29156,2018,06,CA,24
721304,34.2,405213,136384,494003,26845,4023,54972,972,18174,360996,360308,160642,128769,145147,66606,78541,124554,151204,78583,72621,142448,119612,117200,71238,22906,579974,113817,85642,64642,91826,67172,61173,38164,13765,43773,74296,23703,2018,06,CA,29
751475,33.8,387169,275886,211868,95245,5362,118152,10941,54627,366196,385279,84243,193257,78328,41434,36894,208409,84850,47466,37384,77227,115629,159644,91485,48994,593769,96005,87257,63221,75566,62740,64720,49551,21135,73574,66092,28176,2018,06,CA,6
754654,39.9,448466,346496,203343,60544,3312,106916,3441,48877,367502,387152,97683,194179,88721,43299,45422,206855,97752,53251,44501,61278,87752,144757,143029,88816,615857,87495,78807,45729,65065,55726,62820,49893,24044,146278,32346,38972,2018,06,CA,11
747793,37.1,576653,410662,241788,20879,9095,41479,3321,41273,372910,374883,72142,216079,63907,31593,32314,215118,72338,37482,34856,64890,115425,175059,93948,48934,598110,92807,81369,50458,77628,62050,67031,48838,23175,94754,63959,31290,2018,06,CA,50
721709,34.2,550496,321457,292229,58880,10135,23300,2388,32432,360281,361428,47636,213214,45533,23411,22122,214338,48487,25451,23036,77006,131239,166648,47054,28850,554801,113632,82881,57949,78023,56003,54253,40449,17163,54448,98790,25219,2018,06,CA,8
729654,32.4,472178,94273,514807,49913,5563,59855,2848,28555,369942,359712,132628,165924,107988,50882,57106,140769,126835,60402,66433,137014,115224,136155,48561,18094,573218,124847,95134,65347,89463,61834,56178,34342,12395,33678,95496,21673,2018,06,CA,51
706822,42.5,608107,543119,95614,10903,13696,19612,1178,33205,354858,351964,22226,261981,21040,9747,11293,262274,21147,11537,9610,49320,121519,204660,79222,41869,590788,83779,95119,66359,87768,63186,63652,45833,18342,66750,95057,25509,2018,06,CA,1
756773,38.0,371215,325519,111487,39483,2482,243934,2677,41435,388005,368768,96059,218701,118470,69649,48821,193691,126307,83419,42888,67263,71257,111416,213120,144510,670600,57332,77066,52793,58497,51675,58067,57168,30287,227715,29858,51768,2018,06,CA,12
772341,38.9,481917,392442,145552,14168,2431,189224,1269,37962,376910,395431,95909,192800,97069,55883,41186,199033,114771,70260,44511,33847,65012,140920,176428,113544,634324,106691,76697,38798,59086,49418,55369,51162,24817,172286,35848,45003,2018,06,CA,45
755464,32.6,543070,291304,361408,23870,7425,61380,1365,31857,372369,383095,75889,198552,63220,26784,36436,214269,64595,30885,33710,85980,104831,157083,75457,40039,575065,103874,85859,56457,75946,58809,59711,43861,19451,71097,93360,27339,2018,06,CA,22
754152,30.9,371025,169180,454299,70520,5166,44153,1986,28973,374380,379772,100682,183613,88403,40350,48053,188469,90378,43773,46605,109004,127188,137027,49196,29523,586614,128912,88526,53438,80152,66275,60073,40457,17571,51210,50696,25732,2018,06,CA,41
717944,41.6,279012,186479,202388,32088,3029,277475,1729,27169,347467,370477,103617,153362,121267,76783,44484,158074,145396,94510,50886,74867,97404,128226,131735,88020,603310,103760,88091,54866,69183,54030,56653,44867,20872,110988,24469,31467,2018,06,CA,27
753548,39.6,336754,257192,178939,22305,2647,255314,10542,42930,372223,381325,112485,167612,127963,74815,53148,164047,144948,92674,52274,63117,85076,136792,156945,100176,629162,76576,78311,42342,64512,54810,64026,56525,23584,168476,20934,42399,2018,06,CA,14
716869,36.8,322548,118170,445105,27345,4853,112537,2259,26212,352049,364820,88242,169138,98723,57288,41435,172371,111937,70111,41826,96007,126753,144993,77267,34279,581945,115675,75271,53666,78385,62614,64306,46180,19172,66676,33174,28341,2018,06,CA,38
747097,38.4,474173,395638,131519,54742,4930,118242,6236,54745,365160,381937,52237,214905,60825,38648,22177,225584,71571,47773,23798,48975,104104,186883,113369,57300,603353,90935,82718,49936,67728,56975,65955,55136,26171,107799,47432,34708,2018,06,CA,7
727834,38.8,374814,216582,248253,17257,3791,226697,1804,29847,358545,369289,91317,168715,106630,65863,40767,171134,122027,78190,43837,54418,90777,146071,138245,68203,596587,101316,80017,45823,67052,55840,60767,50468,22498,112806,30714,34672,2018,06,CA,39
740768,33.9,548234,337876,290376,49514,8423,39892,1340,31588,376011,364757,55337,221301,49631,22173,27458,218097,48197,24068,24129,82319,128118,161519,62033,33376,571875,120754,84535,53980,69698,52716,54987,41591,19947,73667,92951,27433,2018,06,CA,23
715011,39.7,480579,395294,179640,20111,3115,96355,980,30021,355987,359024,110273,172734,126323,74807,51516,157153,147998,96671,51327,65266,95221,140526,164952,84352,622637,80612,86988,61527,73783,60123,61857,52469,23029,122249,68724,32232,2018,06,CA,28
711793,30.9,393496,32610,624415,33921,4887,17225,1514,13085,355085,356708,188650,111869,138078,46403,91675,115921,141308,52913,88395,191758,104402,88174,31107,11659,541742,126672,83533,62858,94278,65358,50070,26444,9660,22869,92641,21095,2018,06,CA,40
734899,44.4,625247,555700,99548,9797,6673,38328,1690,32545,365221,369678,27385,255563,30779,18677,12102,259064,35761,22186,13575,36418,111864,203939,116171,59676,609831,84420,77972,49951,75154,59525,62965,52059,25038,122747,54851,35019,2018,06,CA,4
758327,34.8,414553,256304,291118,68896,5197,111486,4571,76037,375294,383033,85773,190739,79408,38486,40922,200389,81881,43221,38660,92174,126896,162605,65771,30727,588291,108193,85342,57435,74297,61538,61300,43089,19363,77734,53431,28245,2018,06,CA,9
771459,36.3,230346,179699,125702,19161,2876,417639,3340,35191,392414,379045,184423,133341,174984,87138,87846,118786,178987,99081,79906,46621,79967,108551,159379,151924,631248,103111,71997,37697,50468,43642,54652,47844,21840,199997,15750,51353,2018,06,CA,17
717732,44.2,573751,510067,125131,10394,15221,27801,1712,37218,355063,362669,52662,239577,43136,18615,24521,246086,45991,22490,23501,48676,93013,160444,128922,85801,599844,67820,83730,53808,75055,57653,63551,49082,21753,127392,58027,33891,2018,06,CA,2
818722,35.0,642967,474315,225845,66959,7287,29114,1122,28040,409836,408886,72365,269951,55386,20115,35271,273962,53263,21819,31444,68675,101470,136911,171916,106953,676364,71451,81781,45264,79866,77231,92024,71951,29499,127297,72048,37484,2018,08,CO,1
786912,35.4,638504,560882,125729,45798,5450,20076,2732,43095,401900,385012,24248,286616,20670,9943,10727,267393,26774,15041,11733,33392,114624,183010,113724,73774,632716,79481,95320,53171,79193,72231,82726,58524,23299,88771,60251,31236,2018,08,CO,5
784728,36.1,686834,497353,228399,13962,8349,25694,477,26521,392232,392496,52280,258633,40851,14950,25901,264145,40025,17422,22603,61691,133705,161586,114362,62855,633753,67033,83144,43748,79942,77483,92464,67120,27758,95061,64642,34832,2018,08,CO,7
796438,37.6,721196,656656,84841,7609,4253,25805,750,23709,403020,393418,33715,294824,28194,11586,16608,290525,27662,13769,13893,19442,83068,140294,172355,121559,668432,64002,105199,45965,76285,70348,81850,62817,27899,134067,71169,35636,2018,08,CO,2
739107,40.1,655512,522532,182003,7194,17651,5954,821,17797,371364,367743,27862,267481,21055,7242,13813,268238,21142,8832,12310,49641,136371,168340,105036,53054,605525,66781,98150,55171,89325,74669,80414,55678,20553,64784,86995,27935,2018,08,CO,3
799390,37.0,720475,575826,175834,11178,5755,16862,645,23621,403264,396126,39926,268238,30531,11127,19404,267443,28509,11297,17212,47259,125078,170944,121111,61612,629600,78008,92038,44282,72325,67932,77958,59399,27026,110632,61151,34838,2018,08,CO,4
805844,36.3,590096,490648,162143,75238,5738,49190,1749,34545,399215,406629,68547,239853,53779,22454,31325,249650,56529,26776,29753,42618,109115,156466,145966,80615,634819,73635,79336,39157,72319,71128,83781,64423,29177,121863,36977,37593,2018,08,CO,6
713076,40.8,497434,437268,119264,108137,2110,37156,165,24135,343761,369315,48574,217729,49229,26238,22991,242390,53715,32849,20866,52291,135008,126216,105070,79168,591534,65627,79229,44088,69903,59408,72070,60599,29003,111607,38210,36633,2018,09,CT,1
715728,39.4,522893,462266,111070,100033,1202,31371,235,22672,344543,371185,44610,230042,41181,20219,20962,258413,44303,24151,20152,43889,151506,121175,95072,84592,600692,68204,87087,43687,73808,60900,72053,60073,29051,105829,42796,35127,2018,09,CT,3
711761,42.2,571553,491952,129164,51571,1777,26460,362,18916,347999,363762,49187,225615,45849,22321,23528,242050,46714,25892,20822,52996,141215,122869,105363,76692,588233,70573,75330,42729,72735,60944,72655,57264,25430,110573,47993,36225,2018,09,CT,5
705024,42.0,605585,575436,58936,28917,2692,23438,117,26208,352850,352174,21862,261058,21843,11895,9948,260597,25257,15485,9772,36979,141707,137195,97776,74750,595820,58563,90836,43378,71054,58806,70170,61015,29576,112422,39700,35794,2018,09,CT,2
735915,40.1,537415,451774,143357,89604,1917,40392,294,21499,357978,377937,86585,195248,74375,33416,40959,213658,79613,41713,37900,49671,101083,99681,135643,111101,595101,79699,85494,36323,63984,51639,56841,44450,22506,154165,34607,40156,2018,09,CT,4
0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,2018,09,CT,not
949495,40.2,654905,595623,86315,209892,3455,36723,477,26009,459570,489925,45905,316310,40105,18626,21479,348074,41580,21098,20482,67482,208557,176708,120794,86438,780799,93076,113188,58869,99532,91812,102030,75444,32984,113864,57956,32357,2018,10,DE,1
797066,50.6,685044,550464,161500,63282,1387,12731,418,12626,388195,408871,75994,253845,64912,28514,36398,274957,67827,35158,32669,66476,171334,172885,121297,76891,685375,80963,91276,63431,107800,88927,82928,56812,21523,91715,79670,28904,2018,12,FL,19
751996,41.6,653462,157576,543224,38828,1169,14761,237,13652,368444,383552,183859,118715,180343,96334,84009,110942,207210,123729,83481,80489,133355,124998,125702,94584,640075,98334,101390,62226,92030,66529,63005,43416,18033,95112,93382,26584,2018,12,FL,27
729038,33.8,330627,288898,59356,345260,2195,19753,681,19861,353656,375382,27967,243236,24466,11441,13025,268641,25266,12971,12295,68508,153113,150221,63119,30927,587666,101521,106149,55916,89285,75730,73714,41280,12848,31223,56783,23808,2018,12,FL,5
750906,37.0,319550,86363,293724,370739,1321,9938,275,13905,363461,387445,142288,135369,143926,77651,66275,146644,157839,94420,63419,110053,162331,136558,68462,34706,611070,122469,112052,62843,99864,74552,63564,32575,11275,31876,61997,21547,2018,12,FL,24
804662,47.0,676629,566784,140719,66711,1974,17169,563,17191,388233,416429,54221,260124,48070,22350,25720,287192,52660,27983,24677,59272,168257,175638,115315,76605,675943,80024,87330,60408,104690,85317,85904,59259,24075,88936,68183,30065,2018,12,FL,16
754649,55.3,661728,595758,78833,54753,2675,9575,169,16455,364394,390255,17537,282205,22334,13467,8867,304367,27101,19186,7915,66865,213620,190639,77768,44303,656659,76884,99411,74210,121699,87990,82567,47925,18076,47897,82518,24435,2018,12,FL,11
777638,38.1,578281,448816,174057,115866,2514,23298,606,24000,382047,395591,46715,246099,42668,20593,22075,263738,46249,25863,20386,64546,167767,164108,90191,43663,628539,97463,88792,54103,95238,80194,84616,52787,18813,56533,74911,27712,2018,12,FL,15
756127,41.3,558493,316004,287338,108235,2363,31626,705,24403,362755,393372,103491,162904,118365,75771,42594,173283,142993,93961,49032,41477,123805,160124,128160,83021,625985,99279,85276,48102,79455,66378,75479,54736,20823,96457,55526,31850,2018,12,FL,23
756549,51.5,654669,562275,114657,56342,2427,10170,427,14528,375717,380832,41792,269875,39962,18920,21042,277039,40813,22119,18694,74964,208565,169766,79011,45324,651050,88704,93797,67032,116478,84833,80380,48375,17824,53627,82730,25349,2018,12,FL,17
753500,47.5,625859,553795,93104,79139,2801,13490,210,14845,364773,388727,23265,269885,26631,15434,11197,290038,31643,21339,10304,54992,180627,190423,85819,47082,643062,91698,90353,65043,110599,83120,78272,49511,19257,55209,76370,25903,2018,12,FL,6
742230,48.1,619307,556089,78826,72452,2450,16408,550,21038,361509,380721,26177,264058,28157,16256,11901,279083,35837,23394,12443,48797,159809,183843,99038,61586,632043,80022,90612,62932,101716,78353,73559,50055,20175,74619,66615,27061,2018,12,FL,8
757719,46.4,668709,589908,95598,37197,2493,19963,510,18981,365117,392602,30455,255651,34210,20670,13540,281659,40304,25316,14988,53049,172343,180656,101696,52690,639417,84723,86480,62176,103089,76723,79271,55662,20198,71095,78028,27715,2018,12,FL,12
757228,47.4,607915,508438,121870,97915,2366,17057,531,15934,368822,388406,49243,242560,54280,30911,23369,261096,58899,36135,22764,58911,154721,175520,111399,64039,642248,82069,84530,57918,95781,80045,80858,53013,21464,86570,60482,29735,2018,12,FL,18
719213,41.8,585563,548690,46600,92588,3093,12373,822,18200,367972,351241,17658,277415,17482,8047,9435,263376,17472,10508,6964,65147,168334,155473,73035,46369,600775,101526,96371,58319,87708,71969,72696,42551,17230,52405,79623,25840,2018,12,FL,2
778060,36.0,298590,139646,191018,416212,1392,22121,300,21628,376196,401864,118806,162417,119382,65565,53817,172741,135288,81634,53654,92457,164769,150582,70479,37875,620331,109360,101511,63069,103070,77382,73922,41473,13474,37070,46584,23383,2018,12,FL,20
763720,41.9,685315,145011,577301,36042,1803,8437,97,9267,374278,389442,197599,105309,191980,98547,93433,105305,209646,125676,83970,119368,164224,131284,88142,45232,637766,107680,116462,65818,105651,75961,65607,39854,14645,46088,118076,22103,2018,12,FL,25
762765,45.8,585029,429031,181284,120670,1632,20271,368,15322,369399,393366,97399,203805,91060,45232,45828,221195,102769,59864,42905,67893,138605,159713,122595,74416,645277,80760,88723,58161,103108,76515,75664,51867,21300,89179,62973,28587,2018,12,FL,21
728979,37.3,552214,496338,69800,117229,1751,25080,365,24346,360333,368646,24228,258293,24781,12932,11849,268343,26795,16273,10522,54792,149893,148335,76610,54468,604840,105242,104333,53598,87661,66378,71905,43981,17537,54205,83221,25488,2018,12,FL,3
808969,35.1,456094,297387,223641,227480,2040,41904,906,25875,394720,414249,97494,210187,85173,43393,41780,223813,95290,50147,45143,68916,140445,164932,113611,53323,646476,99591,95535,58289,105686,85339,72893,48147,17585,63411,59912,26256,2018,12,FL,10
723658,46.7,571708,516250,71521,90403,2088,25673,785,22466,349730,373928,37000,249362,39264,22115,17149,268596,45019,27863,17156,52832,158752,175552,105964,57481,622735,70360,85660,59970,99904,83081,81807,51992,19974,69987,68309,28168,2018,12,FL,13
774375,38.5,630858,126734,545805,89443,1967,14064,285,13546,379748,394627,149560,128646,163477,93093,70384,123197,188054,122250,65804,92950,149612,146436,96730,43100,634015,126132,100442,58696,94390,73581,70523,43321,16382,50548,90191,25040,2018,12,FL,26
837026,37.5,622071,352539,340942,110828,2437,24447,416,30232,410325,426701,70083,247241,62616,31904,30712,258036,70351,38279,32072,78822,172876,179270,88524,44778,674313,115709,101379,66819,114533,82798,81953,45112,16941,49069,92437,24612,2018,12,FL,9
759701,38.4,583243,556565,48854,101668,3962,19810,1296,34631,382345,377356,17876,282541,16219,8798,7421,274184,23448,14365,9083,47820,139555,188519,94410,50652,623312,77909,98136,52728,94204,80293,79062,50651,20450,69879,57624,28052,2018,12,FL,1
757809,36.5,583054,437913,189104,82514,1475,34637,409,24836,370575,387234,44333,248614,45017,25375,19642,261303,52942,32437,20505,35728,112031,167285,132512,68959,635393,105130,87819,51078,84860,72128,76265,53744,20777,83592,68329,30544,2018,12,FL,7
763832,36.5,529639,347820,230117,139995,2748,34732,381,28605,372271,391561,77913,218708,69061,32326,36735,239244,72428,39200,33228,59751,136446,137722,116367,69835,627547,87351,95238,57218,89659,70689,75245,51126,18388,82633,71983,28312,2018,12,FL,14
780575,39.6,636335,586419,63865,72063,1899,35627,265,23832,383745,396830,32736,265315,34953,20911,14042,275651,40285,25264,15021,36547,128980,167448,140182,77844,644046,76878,81797,47050,82469,71663,86265,62148,25375,110401,53319,35082,2018,12,FL,4
750149,44.7,569112,435346,162062,112522,1696,24053,310,22135,373165,376984,92250,210280,91859,49988,41871,205447,102742,60472,42270,48067,137509,154173,135497,82069,636043,81441,80774,52008,86290,72406,76463,56174,22850,107637,53674,32246,2018,12,FL,22
740458,36.6,506372,479185,41623,188872,925,15442,384,16259,361469,378989,21063,255613,18660,9244,9416,272018,20609,10829,9780,65393,156795,130500,72176,51457,598179,97516,107239,56140,78825,65039,67265,48138,18723,59294,61600,25999,2018,13,GA,10
749389,35.6,233635,191414,84463,444434,746,19867,91,19113,352622,396767,42158,211056,38670,18871,19799,258471,39569,20593,18976,54890,139463,148512,87305,51760,582930,89353,83952,47325,79747,71371,77261,54382,20008,59531,32073,29892,2018,13,GA,13
793740,35.9,444541,355634,153302,159394,2964,108584,232,22468,389162,404578,110426,184541,93994,41473,52521,201239,96335,46737,49598,56366,105345,136764,137325,72446,614611,105151,78206,42424,70660,69303,71837,53861,20797,102372,36528,33668,2018,13,GA,7
709918,37.9,603761,543689,81526,63544,2735,7694,173,14751,348407,361511,32759,234231,23708,7907,15801,252771,23274,7987,15287,91292,160244,136547,53118,30112,565394,85024,87995,54387,90214,72799,69344,45273,16532,43826,82516,25888,2018,13,GA,14
756192,36.4,556906,505481,83540,126469,2522,26307,511,19278,370013,386179,52824,235785,41330,15605,25725,256349,41950,19096,22854,47084,106847,141571,135831,72252,607403,83041,80742,43416,72989,63289,72229,58120,25468,108109,47187,35300,2018,13,GA,11
728046,38.0,504469,476473,41280,176940,2377,14697,486,18665,353256,374790,20205,245423,17219,7713,9506,270173,18384,9377,9007,61996,147677,144797,81482,46062,584206,89519,93818,49963,79599,63718,67906,51932,20275,67476,54955,28126,2018,13,GA,3
748744,35.8,214388,176585,71046,449004,2087,38192,676,18541,353455,395289,65173,200389,55143,26856,28287,243439,57715,29419,28296,60545,126118,150752,93972,58159,589321,92644,85892,50078,83735,73470,74999,49394,20268,58841,27451,28483,2018,13,GA,4
759756,33.4,244388,217017,48767,444838,2180,31834,288,19374,363833,395923,38643,253687,31906,12823,19083,286190,30244,12968,17276,58234,117013,120343,119206,91235,625195,90126,106934,52220,78454,66671,69768,50452,21253,89317,24024,29002,2018,13,GA,5
735832,40.8,642151,568780,94842,49097,2306,9008,454,14495,361713,374119,41665,246484,28825,8759,20066,264231,27638,9080,18558,89451,158133,139460,70209,43954,597798,85022,94419,60485,93346,72893,71800,47649,17612,54572,81659,25842,2018,13,GA,9
675246,36.5,287040,270030,34323,349622,1481,8135,711,15521,330499,344747,14373,235816,12568,3938,8630,255237,10549,5432,5117,78987,148580,134742,47714,30739,540453,100743,104037,56785,79945,60001,57198,35327,11883,34534,39880,21758,2018,13,GA,2
744905,38.1,513884,444381,95660,100129,6759,86322,217,21398,369160,375745,92984,200676,75344,30591,44753,216156,70593,32657,37936,32302,65424,101363,191745,120776,594597,81433,65150,33666,62626,53665,62669,52648,25290,157450,33283,44016,2018,13,GA,6
731698,35.6,460511,432335,49460,217006,2732,13498,1037,22366,360103,371595,22424,253908,17513,6791,10722,268292,18271,8007,10264,58979,144922,155458,75659,47404,585210,84482,97396,51411,83332,70041,72001,47106,18761,60680,58809,26996,2018,13,GA,1
718746,35.5,421482,396828,43690,251632,1793,12655,651,15539,353670,365076,16998,252363,14148,6050,8098,265383,15701,8062,7639,75527,156218,136270,59203,39142,575827,103619,107056,57223,81988,62979,60646,40557,15792,45967,63198,23335,2018,13,GA,12
704814,36.9,446448,418609,44941,218319,1877,10266,184,14680,344867,359947,19787,242989,15661,4799,10862,263867,13891,6252,7639,72868,157353,135306,58002,41671,565275,104639,93009,55260,80028,64530,64263,41381,15506,46659,66895,25241,2018,13,GA,8
710707,39.3,127407,113428,61755,14910,810,353472,55881,151992,356161,354546,65870,220146,61736,38041,23695,194223,91124,54856,36268,44835,125519,155665,117645,61141,589208,68190,76448,38669,69117,68488,82987,62476,26931,95902,9034,36196,2018,15,HI,1
711322,38.5,228205,201108,86207,11356,2177,183370,87393,189764,357611,353711,43346,235030,39518,22451,17067,221242,52509,30567,21942,35861,148114,157377,94408,47802,573652,73475,75822,42142,76084,73392,79276,56562,21651,75248,23895,32027,2018,15,HI,2
869560,38.0,787631,729129,93715,4591,12664,11747,1494,24823,435121,434439,23860,303591,18716,7772,10944,307630,20608,9844,10764,53420,167912,208870,99424,45435,689265,83357,119103,64718,101946,87000,86197,57570,21986,67388,94317,26608,2018,16,ID,1
818249,34.2,739631,658525,115358,6945,10126,12011,1267,21769,410443,407806,37415,271493,27521,9195,18326,272522,26552,10695,15857,49271,133948,182576,99224,49186,634019,71033,117558,58333,98949,75921,78417,51372,20360,62076,100948,25723,2018,16,ID,2
707835,40.4,642148,628089,19725,27345,1406,19461,208,13147,348261,359574,15236,255461,12001,4902,7099,269900,12192,5867,6325,30952,146414,151456,102091,57017,577030,64039,81988,43739,73610,65066,78533,58317,24585,87153,56495,33391,2018,17,IL,18
703782,38.2,257962,191232,97350,401384,1175,5330,59,12824,328614,375168,25531,218612,24556,11924,12632,267174,23336,12040,11296,56329,137320,165575,64953,39944,566618,99245,96650,46889,77509,60863,64383,47103,19800,54176,31750,26543,2018,17,IL,2
695502,40.5,626037,578457,66595,26911,1418,10733,232,14637,346043,349459,18948,249450,17712,8416,9296,255895,17464,8902,8562,45292,159994,162569,67062,39399,569694,64548,89225,47828,82051,65574,71156,55925,22869,70518,66049,29800,2018,17,IL,16
0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,2018,17,IL,not
717897,37.8,543349,413549,230339,34547,2324,31723,109,15514,355951,361946,69658,195793,72306,37467,34839,203890,72190,40545,31645,68635,145428,134378,84558,49000,573732,90965,78645,41608,75125,64097,65795,51201,22248,84048,49317,31610,2018,17,IL,3
722593,36.1,475032,371551,197197,81361,2220,56148,235,24915,354833,367760,74257,194599,66280,30796,35484,209429,66614,32823,33791,62780,108339,131684,102865,61845,569621,76891,77407,39155,75799,61881,65609,53713,23907,95259,34079,33013,2018,17,IL,11
696632,40.8,645509,630912,19866,30325,1331,5092,327,10539,347413,349219,6368,261708,5852,2273,3579,267649,5137,2901,2236,50811,166826,169680,62625,32021,567558,69667,90530,50766,83288,68871,80084,52333,20074,51945,81367,28100,2018,17,IL,15
708118,38.3,293374,250678,72104,360683,1369,13588,102,14249,331044,377074,25302,223657,25276,11883,13393,273057,24011,13530,10481,51003,129143,160224,80030,55442,575819,93759,96977,46655,74514,59574,63580,49527,20328,70905,23079,28263,2018,17,IL,1
724652,34.3,262626,205797,113259,341376,1228,54043,291,16666,347140,377512,58454,223932,48814,18681,30133,257178,48770,22485,26285,69182,109215,112314,111226,97843,601231,101140,97464,48635,71574,51707,51878,44925,20673,113235,25880,30699,2018,17,IL,7
735045,39.3,640824,575431,91616,23775,942,32311,187,16040,365921,369124,29186,235867,31730,18377,13353,243975,33413,20196,13217,30936,110509,145109,124757,72863,581394,71613,74934,36728,64010,55024,65314,55558,27000,131213,33416,40379,2018,17,IL,14
740075,35.1,599430,502130,145336,21468,1836,54227,184,24803,365783,374292,67114,221350,73142,41664,31478,227324,79817,48230,31587,43454,92874,107358,176409,115581,621100,65104,70850,37651,62171,57924,71286,71478,31608,153028,46578,44690,2018,17,IL,5
704851,36.4,570139,552184,24540,80703,1263,27933,297,19769,346803,358048,24541,256766,17659,5467,12192,272577,16687,6146,10541,36982,139199,141443,81595,56943,588050,78221,108879,48537,79088,64989,72163,51294,21531,63348,78913,27285,2018,17,IL,13
688356,40.1,562925,519766,62493,81226,1766,9438,161,19520,340179,348177,20619,244096,16451,6902,9549,257864,15024,6116,8908,56907,161592,161326,59429,30396,559600,65826,97371,50613,87347,70276,74121,49519,19024,45503,74271,26309,2018,17,IL,17
727847,40.9,601767,551105,74019,19551,1199,69822,128,17452,357594,370253,41377,219604,49665,30975,18690,232808,54384,35241,19143,26185,83020,129209,157317,103961,588615,70181,78930,33288,57159,51039,62502,54403,26274,154839,27116,43445,2018,17,IL,6
712819,38.3,521667,410948,162102,47534,1948,77288,458,18650,354264,358555,84449,185181,81314,42414,38900,188565,85498,46613,38885,50022,99053,110044,121675,90812,572297,76734,80384,37591,71743,58544,60723,47347,21631,117600,39123,34882,2018,17,IL,10
699621,32.8,406719,153676,486884,29049,3583,25629,243,19117,352656,346965,146153,145715,116294,41326,74968,150262,108862,43287,65575,123224,123171,96207,73422,35368,550216,100523,74549,45748,92558,71428,63709,40368,15062,46271,66155,26301,2018,17,IL,4
