Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Income under 10k,Income 10k to 15k,Income 15k to 25k,Income 25k to 35k,Income 35k to 50k,Income 50k to 65k,Income 65k to 75k,Income above 75k,Income below poverty,Median income,Year,State FIPS,State Abbr,District
723507,40.5,520117,461623,82411,65627,1511,93736,355,22952,353262,370245,76084,191258,85423,51244,34179,203904,93964,59269,34695,43492,87084,108612,158061,118954,599731,78830,87032,39971,68198,57616,62687,51754,23876,129767,45314,36528,2018,17,IL,9
697270,39.4,545611,530710,24128,118002,1370,8494,128,16883,344620,352650,9399,257525,7531,3057,4474,268770,8449,4252,4197,50224,150025,169583,64854,44449,568636,79550,95088,50445,80089,66524,70628,49306,20134,56872,70863,27173,2018,17,IL,12
715095,37.0,473949,366448,204878,33258,3975,95826,878,20736,355534,359561,105705,171106,99034,46920,52114,179685,96498,50470,46028,68177,118329,135659,108904,54120,574296,76330,73873,38499,78030,66200,75186,56595,25607,83976,34653,33047,2018,17,IL,8
722805,37.7,624080,576219,69157,49860,2640,9397,455,19679,356433,366372,24913,245824,19512,7133,12379,261011,17602,7100,10502,68126,169159,133751,65141,38588,575141,70550,95806,50949,87122,75315,78774,52056,18063,46506,72471,27024,2018,18,IN,2
718706,40.1,668730,656384,19751,19780,1344,10831,334,11304,355340,363366,13515,264408,9170,2598,6572,276795,8396,2934,5462,53467,190800,138514,64555,38142,588679,68404,97891,54362,84555,78483,81084,53727,19209,50964,88047,27632,2018,18,IN,6
739773,36.9,649139,616480,45152,44350,1315,16055,204,19534,365396,374377,18073,252415,14999,6461,8538,266900,14926,7011,7915,59253,163429,148581,73095,37764,581668,62702,86470,50784,89315,80349,86391,55313,20355,49989,64762,28843,2018,18,IN,3
750717,36.7,667234,639245,44973,29478,1803,23077,196,14327,377407,373310,29216,266901,21939,5982,15957,271855,18143,6686,11457,47996,164902,143798,80438,46718,608747,69753,105390,49555,84020,75927,81454,56292,21910,64446,71309,28768,2018,18,IN,4
747995,37.8,683396,666968,25002,21889,1725,17974,90,15856,368448,379547,17728,271696,13123,4912,8211,285766,13571,5549,8022,51633,167238,145907,80624,50961,612772,71490,101545,55519,86284,74881,82600,55343,21768,63342,80687,28355,2018,18,IN,9
719671,39.6,659764,649425,17403,30712,965,7486,575,14263,358735,360936,9662,268229,7399,2983,4416,275386,7220,3105,4115,54467,179474,152228,65800,36354,586308,67842,98227,56606,86093,75151,80934,50337,19346,51772,83745,26972,2018,18,IN,8
715348,39.0,498524,448677,110417,133966,1806,9419,287,22227,351138,364210,17383,245897,20296,11670,8626,263088,19644,11744,7900,52146,170843,149604,73560,38644,579381,87130,90643,49841,77551,63776,68525,50995,20819,70101,48331,29217,2018,18,IN,1
767053,38.2,646369,623288,34048,63300,1115,27096,226,21126,373161,393892,22778,258725,19609,10124,9485,281752,20701,10464,10237,33650,117371,132010,147823,87653,613441,65915,87197,41534,72208,65575,81781,60244,26992,111995,52109,35983,2018,18,IN,5
755358,33.5,451041,398476,84364,226137,2212,23656,451,23979,365010,390348,53974,230494,34779,9478,25301,263856,31106,9286,21820,81886,152715,136959,76072,37976,589730,80283,99298,54333,93003,81244,77912,45671,16328,41658,71705,25804,2018,18,IN,7
757452,38.9,699432,662749,51887,12444,4220,16566,695,12905,378855,378597,24625,272837,18928,6251,12677,279009,15920,5512,10408,42589,162417,171877,84463,37821,615925,47518,107032,54215,88971,79929,93559,63396,23052,58253,73462,28952,2018,19,IA,4
822826,36.9,728156,686039,56290,34664,2340,26796,723,19973,405727,417099,32595,275554,25326,10115,15211,292165,24824,11640,13184,44206,149955,173972,125527,55266,651238,53562,90308,49900,84273,78903,98082,73620,29772,92818,62905,34251,2018,19,IA,3
772171,38.8,701470,680958,30959,30479,3127,12891,1264,14741,382741,389430,18149,278692,13739,5038,8701,290398,12546,5300,7246,38749,169587,169212,94344,43389,625543,48776,99642,53196,86437,82384,96868,66337,24014,67889,66346,30785,2018,19,IA,1
780050,38.0,698831,666142,44160,32324,1862,18830,447,18151,387158,392892,25027,278452,18259,6193,12066,288310,17508,7200,10308,41165,166178,164449,91486,54721,632179,65485,100587,54699,90951,79649,90062,61809,24354,64583,78137,29514,2018,19,IA,2
762091,36.6,615125,548802,91319,64534,2278,35927,613,24518,374347,387744,48515,237743,36959,13264,23695,257741,34453,14293,20160,38287,92631,135978,148884,89634,599384,60235,80807,40700,68801,65327,82287,60502,25905,114820,39477,37228,2018,20,KS,3
714992,37.5,622032,589875,47421,33297,9998,11985,341,28537,355898,359094,14208,261065,10912,3906,7006,267939,11085,4919,6166,36619,143620,152030,82552,53114,578908,57498,100578,52404,85791,72201,81458,54702,19665,54611,76672,27556,2018,20,KS,2
708511,35.4,626842,542987,112738,22067,4281,11633,807,20940,359897,348614,37159,245214,27281,9215,18066,240547,24578,8466,16112,53282,128568,156809,73584,37739,565387,56821,97640,50591,87136,79046,81349,49180,17474,46150,76406,26987,2018,20,KS,1
723182,36.5,596620,532879,89138,49903,7493,23986,382,27049,359271,363911,26823,240974,23209,10792,12417,250806,22725,10682,12043,47531,128000,158244,89442,48127,568702,67704,88503,48623,80523,71400,76928,54365,20393,60263,67724,29327,2018,20,KS,4
753608,38.3,671934,656205,25832,40066,2254,10957,1090,19775,372539,381069,15855,271127,11126,4022,7104,284388,11486,5261,6225,67012,179118,153955,59469,42006,608942,70703,109896,58351,92546,74903,78506,53733,19449,50855,96574,25925,2018,21,KY,2
765842,36.8,648814,628068,36495,65304,1783,15043,263,21207,374967,390875,30029,267683,20482,5522,14960,290863,17171,5730,11441,62581,142734,142146,92846,65381,624190,68636,112864,58627,89571,76161,77481,55005,20981,64864,100226,26773,2018,21,KY,6
720226,39.9,642776,628541,22526,49954,1730,4410,633,15231,356813,363413,8058,265755,6587,2308,4279,277445,5873,2599,3274,76411,186136,143438,46821,34164,583451,77671,105593,65823,93385,74181,70175,42883,15218,38522,108726,23385,2018,21,KY,1
745082,37.9,531817,501747,39747,163397,1425,20663,376,20044,359644,385438,31291,249479,25168,10894,14274,280209,23749,11095,12654,52455,139835,157280,95595,67877,606253,59842,96920,52349,88057,76708,83972,55309,22032,71064,54993,29601,2018,21,KY,3
702070,40.8,677575,671798,8908,10116,1689,2895,200,7784,347874,354196,3958,264801,3438,1201,2237,276693,2449,1039,1410,115941,183731,122943,33536,29692,574388,102173,130183,66568,91302,61856,54151,33646,9642,24867,183535,18798,2018,21,KY,5
753376,38.9,693760,677723,25236,25275,1007,8834,252,15785,374878,378498,13486,271141,10711,3843,6868,280313,10048,4787,5261,55173,160237,153275,87670,54546,603807,70977,94551,50795,81155,68722,78113,57468,23200,78826,79076,30456,2018,21,KY,4
753519,36.7,456977,438924,30098,257141,5952,7330,677,16816,371857,381662,10521,270079,8529,3310,5219,283208,8844,4341,4503,74573,181373,144880,63967,34157,600827,98623,109654,63162,93328,63362,63272,42855,15887,50684,66164,22800,2018,22,LA,4
789120,36.1,248491,221909,49075,488748,1873,19512,125,13851,378585,410535,27554,264565,23080,8779,14301,301493,19951,9344,10607,93749,167360,147975,78049,46062,639023,106089,118856,66800,92985,71762,67975,45162,15834,53560,30219,23186,2018,22,LA,2
789153,35.6,555737,531331,35365,187426,3331,16645,186,15745,383530,405623,20456,272048,16649,6496,10153,298457,14318,6592,7726,59918,162825,142645,97735,52611,632307,84656,96547,50170,80781,66474,77380,59142,23889,93268,58129,31400,2018,22,LA,6
801089,38.3,627739,574054,71560,112314,9672,19039,264,18424,390431,410658,32111,268454,26493,11390,15103,296451,24641,11736,12905,67872,162527,150445,108550,58426,646536,88563,101066,54055,86354,68835,75250,58687,22199,91527,65438,30130,2018,22,LA,1
783013,36.0,551764,529450,30882,192726,2707,11995,27,16773,382821,400192,15482,271411,12316,4358,7958,293954,10510,4356,6154,83766,190543,133197,76841,33476,620305,90313,106154,60479,90286,69314,69458,48181,19207,66913,69804,25844,2018,22,LA,3
747722,37.2,460398,448597,17940,264561,2737,5351,189,9954,372744,374978,8404,274628,6859,2418,4441,282415,5789,2484,3305,92082,191140,123478,58028,29691,599769,120520,115019,63811,86367,60254,58011,38526,13086,44175,69726,21485,2018,22,LA,5
679024,44.2,639153,630163,12149,11757,2275,10436,131,13660,330854,348170,13249,251557,12573,7328,5245,271198,14595,8631,5964,30544,136068,140828,117286,69660,573579,40129,86950,48792,80227,73013,81699,59896,24785,78088,58058,31533,2018,23,ME,1
653789,45.0,620064,614362,9272,6124,6027,4481,187,15548,321445,332344,8175,251004,6471,3329,3142,261005,9749,5490,4259,43882,171945,145351,72886,39447,551418,46760,100173,60529,90610,73941,74536,47117,16954,40798,85886,25111,2018,23,ME,2
730442,42.6,600823,581801,28598,88648,1254,15882,269,16751,359022,371420,17468,261713,16620,8828,7792,277936,18318,10423,7895,48655,159815,141181,94054,64470,603924,66521,85432,45022,75235,66958,74162,60308,27566,102720,43887,34192,2018,24,MD,1
760819,38.4,374999,343142,67721,292305,2609,31750,290,30478,373583,387236,43432,245494,39850,19944,19906,259809,44018,24843,19175,43627,136757,149776,101953,77683,620629,78033,80874,35807,57032,55509,68518,63019,31297,150540,22684,43446,2018,24,MD,5
762351,36.4,413872,381542,52942,264514,1862,40279,278,27812,363046,399305,44319,234352,40354,20725,19629,267481,43613,23722,19891,56277,148711,144081,98714,67135,613775,77791,86055,42965,72054,67345,77402,65078,26680,98405,38200,34916,2018,24,MD,2
756296,37.3,478321,440648,69536,168149,1690,56037,478,26640,363450,392846,54190,228140,53901,29739,24162,253406,60235,35266,24969,43936,107686,121234,133605,119069,621249,65145,78015,39714,63448,56714,73840,65027,31576,147770,29276,42287,2018,24,MD,3
749033,37.4,228358,195263,122744,393119,2050,22648,215,21155,360091,388942,84154,200481,69325,28313,41012,236862,65302,29895,35407,65804,130029,142915,99821,72405,599743,69577,72187,34488,66204,64917,76844,63387,30374,121765,12849,40038,2018,24,MD,4
719951,38.3,255580,238299,27497,382287,2040,53700,642,18827,343121,376830,38291,227210,37416,20357,17059,263581,38592,20959,17633,56315,128411,121942,101324,88928,593578,84718,98375,42560,66746,59175,65971,51674,23387,100972,17908,32166,2018,24,MD,7
765910,38.7,515831,448155,106628,103906,2061,83817,465,29801,380112,385798,71964,217541,71254,38538,32716,220152,77953,45752,32201,50509,123289,127332,112818,106088,618214,78835,91672,41170,67447,59472,68629,55158,25535,130296,42620,36696,2018,24,MD,6
758633,40.4,505397,456018,113246,95162,2078,70164,422,27905,367898,390735,86719,203910,76899,39239,37660,218697,88843,49080,39763,44634,87149,104228,135352,157146,617594,69155,74876,34303,58673,53759,62659,55856,28162,180151,22119,47183,2018,24,MD,8
754622,41.1,649174,626966,37226,23859,495,46541,204,19135,365030,389592,39519,236119,43367,26358,17009,256478,49897,32181,17716,35194,103367,114697,134344,128213,618345,62263,86418,40060,60000,53845,65928,59714,29098,161019,36043,42541,2018,25,MA,4
747493,39.2,623500,577916,72432,39281,1727,41781,299,22557,365536,381957,44197,247342,40878,21198,19680,265036,44607,25024,19583,44670,136221,127809,111981,82117,626761,72654,103964,51047,75020,63394,72462,58373,27162,102685,59971,31974,2018,25,MA,2
764581,39.2,580237,556488,43685,77696,1329,62430,419,18103,367818,396763,55887,232061,59505,34422,25083,254966,67469,41002,26467,43142,124092,126155,152349,106394,639616,60980,83109,43392,65332,57295,75183,68223,33077,153025,36967,42060,2018,25,MA,8
763936,39.1,592745,514870,147080,26791,2072,62696,215,21845,379231,384705,61693,229828,60951,32811,28140,235631,64410,37651,26759,60335,136551,126336,109694,86020,622096,73156,92020,48928,74241,62442,67758,56892,26453,120206,53753,34288,2018,25,MA,3
795850,31.6,399628,322768,176171,204318,2664,81757,309,52310,385805,410045,136011,199798,116640,50619,66021,218986,124540,63930,60610,81377,117002,99217,125962,110288,682767,82507,126815,56189,77753,66038,78060,59662,28674,107069,54931,30755,2018,25,MA,7
738604,45.7,650834,636243,39688,22314,1863,10463,332,19492,357319,381285,29061,252530,32263,18829,13434,277458,34780,21768,13012,52261,149712,145042,113456,74242,623820,53456,87138,54321,82853,69378,74889,61939,31023,108823,49193,33232,2018,25,MA,9
767907,42.8,653361,622547,72441,28111,1274,32270,202,19202,370753,397154,46208,244017,45305,24495,20810,269776,50499,29709,20790,40182,131312,130189,142800,98291,639036,60419,89751,44862,72281,58685,73362,62559,31968,145149,39529,39524,2018,25,MA,6
730959,41.1,620996,528175,130719,46878,1917,15599,172,19034,351197,379762,22843,250503,23974,14091,9883,278583,27490,16948,10542,61679,149187,143560,88796,61744,608544,63912,100857,57462,83509,70147,74018,57267,25827,75545,74832,28975,2018,25,MA,1
766241,38.9,589531,544439,69685,41310,1152,89037,177,23815,371290,394951,97862,208837,85173,39901,45272,231536,89063,44264,44799,35520,103402,92882,149495,161516,639680,67627,83516,38736,62302,57303,67233,60482,31032,171449,37180,43882,2018,25,MA,5
705518,41.8,643177,619753,31248,29597,2897,7046,129,17182,354070,351448,8632,266536,8069,3986,4083,267288,8752,4933,3819,40006,159291,171141,75368,43133,579513,65224,92692,49050,81100,70425,78020,53408,22538,67056,65836,29929,2018,26,MI,7
691955,38.4,236707,214936,33645,389786,1741,34052,232,20505,327646,364309,33672,213653,33439,17528,15911,252813,33306,19129,14177,60703,116779,146052,79182,65346,560136,85191,103883,51425,75533,60847,60660,40261,17144,65192,34166,25896,2018,26,MI,14
717176,42.8,663950,646326,23466,20499,1468,12267,139,15083,355460,361716,14582,255452,19750,13122,6628,264524,20666,13735,6931,45015,159356,180708,74923,42978,591330,65650,88875,51332,80732,69079,74955,51980,23787,84940,61390,30795,2018,26,MI,10
679044,36.0,259303,229922,51001,371965,2788,9581,275,16326,323629,355415,27773,214727,24292,11154,13138,249030,23706,11729,11977,78629,148276,147670,44210,23862,540806,92752,115753,56493,81090,61186,59524,33903,12290,27815,59295,20930,2018,26,MI,13
727670,41.6,591292,573509,23728,37646,1978,73955,176,17405,357797,369873,47403,229850,45989,24589,21400,246366,46169,26557,19612,26532,96656,146172,140754,101942,599218,70241,77910,40183,64000,56525,68933,56253,27302,137871,32116,40313,2018,26,MI,11
736078,38.2,626562,602058,37578,41262,2080,34051,271,24168,362763,373315,31247,254810,25617,11865,13752,267583,26561,13022,13539,26280,105300,154569,113525,81293,605794,66618,105394,45882,73093,58288,71920,53552,25747,105300,56566,32217,2018,26,MI,8
699432,46.4,645371,635978,13550,10674,17163,4738,331,19193,355166,344266,6758,281804,6025,2790,3235,274002,6849,3753,3096,38516,167995,170908,82026,46766,593280,60287,104492,62035,95950,78249,77064,49666,17896,47641,82425,25417,2018,26,MI,1
735626,36.9,620885,579020,70454,47918,4338,17035,193,24429,362522,373104,24280,253422,20139,8048,12091,267423,19428,9264,10164,47046,151660,157947,84526,40588,590493,60416,102648,52372,91002,77793,80646,53081,19976,52559,66664,26953,2018,26,MI,2
716503,38.7,605296,577706,43781,59278,3370,11511,191,26220,353372,363131,18965,255450,14660,5861,8799,268512,15044,6527,8517,44968,139764,157292,82049,51266,582210,60953,100948,51870,88252,73500,75539,52005,20354,58789,72117,27299,2018,26,MI,6
737911,37.0,619362,585926,54699,62016,2814,15009,171,24108,368299,369612,23849,257900,18409,7255,11154,265440,18020,8012,10008,43357,138926,154414,100815,52796,590702,63306,96631,51930,85223,71995,78830,55480,21226,66081,64112,28835,2018,26,MI,3
679543,41.3,525852,502405,33552,117252,2708,6370,152,21764,328880,350663,6247,244226,7599,4447,3152,269337,7430,4901,2529,48910,156594,171890,59011,32704,555911,66814,100600,56199,85037,69140,71621,43622,17653,45225,78837,25321,2018,26,MI,5
701141,41.4,658418,641271,22441,12875,5205,7129,168,14852,350522,350619,7859,269827,6378,2699,3679,273088,6988,3633,3355,43564,167811,163293,64525,38812,583244,69110,108464,56706,89852,69859,72377,47267,18412,51197,95200,25238,2018,26,MI,4
0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,2018,26,MI,not
718682,40.2,563840,551154,17037,98079,2618,31698,335,17917,350421,368261,32180,240386,35744,22063,13681,258738,39186,24876,14310,52178,141524,165723,95278,59257,599335,67729,88087,48585,81099,73735,78798,56777,23640,80885,60795,31063,2018,26,MI,9
711209,35.6,558573,529407,41717,76577,2067,39961,216,24566,348571,362638,39419,230842,40512,22194,18318,248401,41233,23566,17667,45832,116877,139039,83485,76632,586506,72328,95871,48803,76055,65804,72341,53433,21759,80112,80423,30482,2018,26,MI,12
698522,37.6,590404,568269,42413,33527,3125,32791,339,21147,345147,353375,25450,229073,26551,14906,11645,239228,28082,16718,11364,24283,105145,153486,125396,55032,553456,43866,73784,34366,58067,60014,80441,64360,29492,109066,29280,40156,2018,27,MN,2
672649,38.3,606708,576824,42885,21568,2206,18626,399,12256,336052,336597,26124,236951,19504,7317,12187,241957,18653,8351,10302,36311,133849,149977,82856,44461,542770,40577,83767,45696,74202,68485,85670,59309,22604,62460,56484,31578,2018,27,MN,1
706259,35.9,500600,472459,47374,72082,4449,87398,264,28452,344731,361528,44974,217100,42212,22794,19418,236613,43118,25067,18051,39883,96312,130607,123588,80607,566122,48961,87491,41731,68246,64303,76142,58018,24970,96260,34644,34313,2018,27,MN,4
664941,40.5,607908,588501,31522,9516,19143,5994,371,12979,333466,331475,13780,243776,9091,3176,5915,245338,10085,4344,5741,38162,146964,164307,71750,27443,534416,37752,82124,50062,78597,72135,85325,56175,20954,51292,55761,30105,2018,27,MN,7
702583,36.9,637461,626547,19541,22710,3030,16618,49,16113,354615,347968,15278,248730,14509,8018,6491,244407,15461,9017,6444,24953,124582,169121,97469,40656,554265,43816,76136,39609,64700,63354,82627,64739,30140,89144,35898,36790,2018,27,MN,6
664674,43.2,617171,609529,11706,7003,17151,5121,228,15891,337304,327370,5068,259574,4679,2558,2121,253839,5943,3534,2409,32609,149917,175187,73564,34874,548378,41608,89271,52913,83207,68305,79914,55979,22419,54762,65414,28764,2018,27,MN,8
710378,40.2,571431,551545,31869,54549,2091,52227,396,20599,346548,363830,39369,224081,36987,19334,17653,239326,40953,23846,17107,22065,84773,144672,157685,86576,570753,48824,66292,32583,58735,56886,77563,62303,28493,139074,23224,42933,2018,27,MN,3
